host,port,clients,operations,keys,value_size,get_ratio,zipf_s,warmup,prefill,elapsed_seconds,throughput_rps,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,measured_ok_responses,measured_errors,warmup_ok_responses,warmup_errors
10.10.1.1,9091,1,100000,1024,0,1,0,5000,1,1.23548,80940.4,7.77257,7,11,15,100000,0,5000,0
10.10.1.1,9091,2,100000,1024,0,1,0,5000,1,0.478319,209065,7.86569,7,11,16,100000,0,5000,0
10.10.1.1,9091,4,100000,1024,0,1,0,5000,1,0.257,389104,7.93642,7,11,16,100000,0,5000,0
10.10.1.1,9091,8,100000,1024,0,1,0,5000,1,0.149405,669321,8.02888,7,12,16,100000,0,5000,0
