result_kind,workload_id,workload,variant,repeat,seed,json,csv,log,measured_ops_per_sec,measured_seconds,elapsed_seconds,run_mean_p95_ms,predicted_hot_dirs,predicted_eval_hot_dirs,predicted_eval_cold_dirs,predicted_hot_dir_precision,total_promotions,promoted_hot,promoted_cold,layout_failures
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,oracle,2,9102,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r2.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r2.log,953.395784,14.889934,14.998024,3.5852496666666673,,,,,,,,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,oracle,3,9103,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r3.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r3.log,1048.434276,13.551636,13.737499,3.3132656666666667,,,,,,,,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,oracle,4,9104,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r4.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__oracle__r4.log,1052.354143,13.644646,13.944408,3.370188,,,,,,,,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor,0,9100,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r0.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r0.log,335.329566,42.358329,42.907405,7.721533666666667,64,0,64,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor,1,9101,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r1.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r1.log,322.32794,44.057614,44.691301,7.7767126666666675,64,0,64,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor,2,9102,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r2.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r2.log,203.080886,69.903181,70.358759,12.203260333333333,64,0,64,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor,3,9103,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r3.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r3.log,470.296561,30.210725,31.087951,6.087951,64,0,64,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor,4,9104,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r4.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor__r4.log,117.236761,122.478648,122.782351,14.574445666666668,64,0,64,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor_nolearn,0,9100,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r0.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r0.log,957.798951,14.829835,14.9273,3.5223883333333332,0,0,0,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor_nolearn,1,9101,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r1.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r1.log,969.043512,14.654657,14.795464,3.5095993333333335,0,0,0,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor_nolearn,2,9102,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r2.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r2.log,978.777879,14.503801,14.588457,3.5084959999999996,0,0,0,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor_nolearn,3,9103,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r3.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r3.log,1019.250017,13.939661,14.159036,3.3795203333333332,0,0,0,0.0,0,0,0,0
inrepo,recreated_filebench_varmail_like,filebench_varmail_like,predictor_nolearn,4,9104,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r4.json,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_filebench_varmail_like__predictor_nolearn__r4.log,1003.583802,14.307724,14.577008,3.501954,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,native,0,9100,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r0.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r0.log,458.045876,26.198249,30.828947,7.459941000000001,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,native,1,9101,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r1.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r1.log,450.927912,26.611792,30.215293,3.48362725,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,native,2,9102,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r2.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r2.log,457.413369,26.234476,29.941338,5.89988075,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,native,3,9103,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r3.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r3.log,443.807981,27.038721,30.510811,3.595038,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,native,4,9104,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r4.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__native__r4.log,420.205914,28.557428,31.864064,3.5413580000000002,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,oracle,0,9100,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r0.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r0.log,11225.424903,1.069002,1.347553,0.84584375,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,oracle,1,9101,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r1.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r1.log,12574.280282,0.954329,1.299423,0.7475499999999999,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,oracle,2,9102,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r2.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r2.log,11617.279496,1.032944,1.320694,0.81151675,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,oracle,3,9103,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r3.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r3.log,11531.940459,1.040588,1.339588,0.841385,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,oracle,4,9104,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r4.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__oracle__r4.log,11076.893418,1.083336,1.432586,0.83170375,,,,,,,,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor,0,9100,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r0.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r0.log,10659.09384,1.125799,1.468075,0.87285725,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor,1,9101,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r1.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r1.log,11524.018685,1.041303,1.354946,0.825822,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor,2,9102,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r2.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r2.log,11535.459158,1.040271,1.342829,0.78538375,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor,3,9103,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r3.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r3.log,11053.029335,1.085675,1.506859,0.85443925,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor,4,9104,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r4.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor__r4.log,10835.058363,1.107516,1.408389,0.90802875,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor_nolearn,0,9100,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r0.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r0.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r0.log,11179.845286,1.07336,1.353044,0.8533245,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor_nolearn,1,9101,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r1.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r1.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r1.log,11360.906422,1.056254,1.34099,0.822422,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor_nolearn,2,9102,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r2.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r2.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r2.log,10857.755284,1.105201,1.436686,0.900131,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor_nolearn,3,9103,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r3.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r3.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r3.log,11599.670748,1.034512,1.314142,0.81287425,0,0,0,0.0,0,0,0,0
inrepo,recreated_mdtest_tree,mdtest_tree,predictor_nolearn,4,9104,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r4.json,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r4.csv,results/cloudlab-paperready-20260506-3x/recreated_mdtest_tree__predictor_nolearn__r4.log,11128.788945,1.078284,1.407238,0.8413355,0,0,0,0.0,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,native,0,9200,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r0.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r0.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r0.log,328.142669,487.592791,489.071558,162.53751050000002,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,native,1,9201,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r1.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r1.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r1.log,358.400435,446.428029,447.442577,134.11629133333332,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,native,2,9202,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r2.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r2.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__native__r2.log,317.255387,504.325558,505.361712,159.83886983333332,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,oracle,0,9200,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r0.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r0.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r0.log,644.003344,248.445915,248.916271,110.42965383333335,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,oracle,1,9201,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r1.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r1.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r1.log,650.235776,246.064591,246.659659,104.49450766666666,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,oracle,2,9202,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r2.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r2.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__oracle__r2.log,584.969373,273.518593,274.107121,109.2260955,,,,,,,,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor,0,9200,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r0.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r0.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r0.log,921.519522,173.626273,173.997279,89.9881955,127,4,123,0.031496,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor,1,9201,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r1.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r1.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r1.log,744.192802,214.998048,215.60433,101.44116050000001,127,4,123,0.031496,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor,2,9202,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r2.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r2.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor__r2.log,710.033461,225.341493,225.876646,110.65393366666666,128,4,124,0.03125,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor_nolearn,0,9200,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r0.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r0.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r0.log,8341.568493,19.181045,19.882541,0.8055503333333333,0,0,0,0.0,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor_nolearn,1,9201,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r1.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r1.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r1.log,8123.417967,19.696143,20.220681,0.8069488333333333,0,0,0,0.0,0,0,0,0
inrepo,scaled_hotcold_cold90_access10_20k,oracle_hotcold_mix,predictor_nolearn,2,9202,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r2.json,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r2.csv,results/cloudlab-paperready-20260506-3x/scaled_hotcold_cold90_access10_20k__predictor_nolearn__r2.log,8702.464441,18.385597,19.057841,0.8858113333333333,0,0,0,0.0,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,native,0,9100,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r0.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r0.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r0.log,268.87712,55.787566,56.518622,100.78901,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,native,1,9101,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r1.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r1.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r1.log,229.17553,65.452014,65.870071,156.989202,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,native,2,9102,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r2.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r2.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r2.log,247.934377,60.49988,61.334644,87.91534725,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,native,3,9103,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r3.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r3.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r3.log,215.62948,69.563772,70.067619,153.49748275,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,native,4,9104,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r4.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r4.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__native__r4.log,220.870336,67.913149,68.684392,102.972313,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,oracle,0,9100,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r0.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r0.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r0.log,772.415064,19.419611,19.623171,48.613097,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,oracle,1,9101,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r1.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r1.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r1.log,488.164363,30.727356,30.98227,77.15282075,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,oracle,2,9102,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r2.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r2.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r2.log,445.186554,33.69374,33.975506,76.96737,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,oracle,3,9103,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r3.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r3.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r3.log,490.256691,30.596217,30.906548,70.47625325,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,oracle,4,9104,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r4.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r4.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__oracle__r4.log,527.092904,28.457981,28.75745,74.83560975,,,,,,,,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor,0,9100,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r0.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r0.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r0.log,716.890405,20.9237,21.175184,63.075384750000005,64,4,60,0.0625,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor,1,9101,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r1.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r1.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r1.log,581.502737,25.795235,26.079369,72.40870075000001,64,4,60,0.0625,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor,2,9102,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r2.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r2.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r2.log,483.589149,31.018066,31.646957,91.13268625,64,4,60,0.0625,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor,3,9103,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r3.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r3.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r3.log,525.604513,28.538568,28.772733,86.148273,64,4,60,0.0625,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor,4,9104,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r4.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r4.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor__r4.log,525.59217,28.539238,28.802607,90.183914,64,4,60,0.0625,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor_nolearn,0,9100,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r0.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r0.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r0.log,6982.210191,2.148317,2.506765,0.79801625,0,0,0,0.0,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor_nolearn,1,9101,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r1.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r1.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r1.log,7949.510463,1.886909,2.195968,0.6905195,0,0,0,0.0,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor_nolearn,2,9102,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r2.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r2.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r2.log,7635.044724,1.964625,2.074836,0.8427899999999999,0,0,0,0.0,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor_nolearn,3,9103,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r3.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r3.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r3.log,7324.627373,2.047886,2.342776,0.733474,0,0,0,0.0,0,0,0,0
inrepo,ycsb_hotspot_file_skew,ycsb_file_skew,predictor_nolearn,4,9104,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r4.json,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r4.csv,results/cloudlab-paperready-20260506-3x/ycsb_hotspot_file_skew__predictor_nolearn__r4.log,7970.186787,1.882014,2.20185,0.71737575,0,0,0,0.0,0,0,0,0
inrepo,ycsb_zipfian_file_skew,ycsb_file_skew,native,0,9100,results/cloudlab-paperready-20260506-3x/ycsb_zipfian_file_skew__native__r0.json,results/cloudlab-paperready-20260506-3x/ycsb_zipfian_file_skew__native__r0.csv,results/cloudlab-paperready-20260506-3x/ycsb_zipfian_file_skew__native__r0.log,270.223207,55.509666,55.873614,166.70218075,,,,,,,,0
