host,port,clients,operations,keys,value_size,get_ratio,zipf_s,warmup,prefill,elapsed_seconds,throughput_rps,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,measured_ok_responses,measured_errors,warmup_ok_responses,warmup_errors
10.10.1.1,9090,1,100000,1024,64,0.95,0.8,5000,1,11.6962,8549.77,110.713,113,118,147,100000,0,5000,0
10.10.1.1,9090,2,100000,1024,64,0.95,0.8,5000,1,5.21737,19166.7,95.2766,97,112,133,100000,0,5000,0
10.10.1.1,9090,4,100000,1024,64,0.95,0.8,5000,1,3.07673,32502.1,112.597,111,133,193,100000,0,5000,0
10.10.1.1,9090,8,100000,1024,64,0.95,0.8,5000,1,1.34763,74204.5,94.3026,91,130,150,100000,0,5000,0
