host,port,clients,operations,keys,value_size,get_ratio,zipf_s,warmup,prefill,elapsed_seconds,throughput_rps,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,measured_ok_responses,measured_errors,warmup_ok_responses,warmup_errors
10.10.1.1,9091,1,100000,1024,64,0.95,0.8,5000,1,0.752002,132978,6.11768,5,5,6,100000,0,5000,0
10.10.1.1,9091,2,100000,1024,64,0.95,0.8,5000,1,0.985655,101455,10.596,5,6,6,100000,0,5000,0
10.10.1.1,9091,4,100000,1024,64,0.95,0.8,5000,1,0.452543,220973,14.3925,5,6,7,100000,0,5000,0
10.10.1.1,9091,8,100000,1024,64,0.95,0.8,5000,1,0.215211,464659,11.9141,6,7,8,100000,0,5000,0
