host,port,clients,operations,keys,value_size,get_ratio,zipf_s,warmup,prefill,elapsed_seconds,throughput_rps,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,measured_ok_responses,measured_errors,warmup_ok_responses,warmup_errors
10.10.1.1,9091,1,100000,1024,0,1,0,5000,1,0.527849,189448,4.76293,4,8,12,100000,0,5000,0
10.10.1.1,9091,2,100000,1024,0,1,0,5000,1,0.543166,184106,4.77562,4,8,12,100000,0,5000,0
10.10.1.1,9091,4,100000,1024,0,1,0,5000,1,0.163832,610382,4.7947,4,8,12,100000,0,5000,0
10.10.1.1,9091,8,100000,1024,0,1,0,5000,1,0.103332,967751,4.80981,4,8,12,100000,0,5000,0
