phase,operation,count,total_seconds,ops_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,run_id,backend,workers,policy,storage
hotdirs_zipf,skewed_create,5000,23.185121,215.656,36.031859,31.208167,79.686349,206.19364,20260429-074641-341959dd,posix,8,none,native
hotdirs_zipf,skewed_stat,5000,9.103245,549.255,14.40441,12.533774,30.626136,46.028299,20260429-074641-341959dd,posix,8,none,native
