# Latency summary — all erasure-code experiments
# code,n,k,d,fail_label,n_failed,rate_req_s,phase,avg_lat_ms,p50_ms,p95_ms,p99_ms,n_reqs
rs,10000,3,0,0,1,40.0,degraded,0.0147,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,40.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,80.0,degraded,0.0147,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,80.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,160.0,degraded,0.0148,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,160.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,320.0,degraded,0.0148,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,320.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,640.0,degraded,0.0148,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,640.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,1000.0,degraded,0.0149,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,1000.0,normal,0.0137,0.0120,0.0240,0.0440,10000
rs,10000,3,0,0,1,1280.0,degraded,0.0149,0.0120,0.0240,0.0464,10000
rs,10000,3,0,0,1,1280.0,normal,0.0137,0.0120,0.0240,0.0480,10000
rs,10000,3,0,0,1,2000.0,degraded,0.0150,0.0120,0.0240,0.0480,10000
rs,10000,3,0,0,1,2000.0,normal,0.0138,0.0120,0.0240,0.0480,10000
rs,10000,3,0,0,1,2560.0,degraded,0.0151,0.0120,0.0240,0.0480,10000
rs,10000,3,0,0,1,2560.0,normal,0.0139,0.0120,0.0240,0.0480,10000
rs,10000,3,0,0,1,4000.0,degraded,0.0154,0.0120,0.0247,0.0520,10000
rs,10000,3,0,0,1,4000.0,normal,0.0142,0.0120,0.0240,0.0490,10000
rs,10000,3,0,0,1,5120.0,degraded,0.0156,0.0120,0.0263,0.0560,10000
rs,10000,3,0,0,1,5120.0,normal,0.0144,0.0120,0.0240,0.0560,10000
rs,10000,3,0,0,1,8000.0,degraded,0.0161,0.0120,0.0280,0.0600,10000
rs,10000,3,0,0,1,8000.0,normal,0.0149,0.0120,0.0280,0.0640,10000
rs,10000,3,0,0,1,10240.0,degraded,0.0165,0.0123,0.0288,0.0640,10000
rs,10000,3,0,0,1,10240.0,normal,0.0153,0.0120,0.0280,0.0680,10000
rs,10000,3,0,0,1,16000.0,degraded,0.0180,0.0160,0.0354,0.0840,10000
rs,10000,3,0,0,1,16000.0,normal,0.0168,0.0120,0.0326,0.0898,10000
rs,10000,3,0,0,1,20480.0,degraded,0.0198,0.0160,0.0415,0.1080,10000
rs,10000,3,0,0,1,20480.0,normal,0.0181,0.0120,0.0386,0.1120,10000
rs,10000,3,0,0,1,32000.0,degraded,0.0281,0.0160,0.0707,0.2521,10000
rs,10000,3,0,0,1,32000.0,normal,0.0242,0.0120,0.0682,0.2127,10000
rs,10000,3,0,0,1,34909.0,degraded,0.0313,0.0160,0.0814,0.3128,10000
rs,10000,3,0,0,1,34909.0,normal,0.0264,0.0120,0.0810,0.2512,10000
rs,10000,3,0,0,1,37818.0,degraded,0.0350,0.0181,0.0957,0.3711,10000
rs,10000,3,0,0,1,37818.0,normal,0.0288,0.0133,0.0953,0.2896,10000
rs,10000,3,0,0,1,40727.0,degraded,0.0396,0.0201,0.1178,0.4271,10000
rs,10000,3,0,0,1,40727.0,normal,0.0317,0.0148,0.1133,0.3228,10000
rs,10000,3,0,0,1,40960.0,degraded,0.0400,0.0202,0.1208,0.4320,10000
rs,10000,3,0,0,1,40960.0,normal,0.0320,0.0149,0.1152,0.3280,10000
rs,10000,3,0,0,1,43636.0,degraded,0.0457,0.0220,0.1589,0.4934,10000
rs,10000,3,0,0,1,43636.0,normal,0.0355,0.0160,0.1430,0.3669,10000
rs,10000,3,0,0,1,44684.0,degraded,0.0484,0.0228,0.1881,0.5148,10000
rs,10000,3,0,0,1,44684.0,normal,0.0372,0.0162,0.1535,0.3888,10000
rs,10000,3,0,0,1,46545.0,degraded,0.0538,0.0239,0.2183,0.5566,10000
rs,10000,3,0,0,1,46545.0,normal,0.0403,0.0173,0.1793,0.4120,10000
rs,10000,3,0,0,1,48407.0,degraded,0.0602,0.0254,0.2697,0.6194,10000
rs,10000,3,0,0,1,48407.0,normal,0.0442,0.0181,0.2150,0.4451,10000
rs,10000,3,0,0,1,49455.0,degraded,0.0642,0.0263,0.3008,0.6540,10000
rs,10000,3,0,0,1,49455.0,normal,0.0467,0.0187,0.2370,0.4589,10000
rs,10000,3,0,0,1,52131.0,degraded,0.0768,0.0291,0.3924,0.7183,10000
rs,10000,3,0,0,1,52131.0,normal,0.0556,0.0200,0.2986,0.5498,10000
rs,10000,3,0,0,1,52364.0,degraded,0.0783,0.0294,0.4009,0.7205,10000
rs,10000,3,0,0,1,52364.0,normal,0.0565,0.0201,0.3076,0.5605,10000
rs,10000,3,0,0,1,55273.0,degraded,0.1019,0.0343,0.5116,0.8697,10000
rs,10000,3,0,0,1,55273.0,normal,0.0711,0.0217,0.3858,0.6510,10000
rs,10000,3,0,0,1,55855.0,degraded,0.1111,0.0356,0.5681,0.9765,10000
rs,10000,3,0,0,1,55855.0,normal,0.0750,0.0219,0.4020,0.6705,10000
rs,10000,3,0,0,1,58182.0,degraded,0.1763,0.0428,0.8926,1.4207,10000
rs,10000,3,0,0,1,58182.0,normal,0.0939,0.0231,0.4953,0.8595,10000
rs,10000,3,0,0,1,59578.0,degraded,0.2797,0.0482,1.3873,2.3822,10000
rs,10000,3,0,0,1,59578.0,normal,0.1097,0.0238,0.5753,1.0668,10000
rs,10000,3,0,0,1,61091.0,degraded,0.4223,0.0592,2.0595,3.4209,10000
rs,10000,3,0,0,1,61091.0,normal,0.1301,0.0252,0.6824,1.2324,10000
rs,10000,3,0,0,1,63302.0,degraded,0.7307,0.0858,2.9831,5.2148,10000
rs,10000,3,0,0,1,63302.0,normal,0.1768,0.0281,0.9020,1.5786,10000
rs,10000,3,0,0,1,64000.0,degraded,0.8478,0.1023,3.2519,5.7607,10000
rs,10000,3,0,0,1,64000.0,normal,0.1950,0.0294,0.9840,1.6851,10000
rs,10000,3,0,0,1,67025.0,degraded,1.5817,0.5363,4.3652,8.0754,10000
rs,10000,3,0,0,1,67025.0,normal,0.3525,0.0347,1.6163,3.0540,10000
rs,10000,3,0,0,1,70749.0,degraded,2.7647,1.3442,6.1828,10.6915,10000
rs,10000,3,0,0,1,70749.0,normal,0.7188,0.0488,3.0929,5.8806,10000
rs,10000,3,0,0,1,74473.0,degraded,6.0817,4.3455,11.2762,19.0247,10000
rs,10000,3,0,0,1,74473.0,normal,1.2159,0.1003,4.4544,8.4123,10000
rs,10000,3,0,0,1,78196.0,degraded,9.4722,7.7107,17.7970,28.4116,10000
rs,10000,3,0,0,1,78196.0,normal,1.8993,0.8221,5.6829,10.8794,10000
rs,10000,3,0,0,1,81920.0,degraded,14.7918,12.7432,28.9987,40.5117,10000
rs,10000,3,0,0,1,81920.0,normal,2.7982,2.0259,6.9043,13.0639,10000
rs,10000,3,0,3,1,10.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,10.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,20.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,20.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,40.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,40.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,80.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,80.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,160.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,160.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,320.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,320.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,640.0,degraded,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,640.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,1000.0,degraded,0.0137,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,1000.0,normal,0.0137,0.0120,0.0240,0.0440,10000
rs,10000,3,0,3,1,1280.0,degraded,0.0137,0.0120,0.0240,0.0464,10000
rs,10000,3,0,3,1,1280.0,normal,0.0137,0.0120,0.0240,0.0480,10000
rs,10000,3,0,3,1,2000.0,degraded,0.0138,0.0120,0.0240,0.0480,10000
rs,10000,3,0,3,1,2000.0,normal,0.0138,0.0120,0.0240,0.0480,10000
rs,10000,3,0,3,1,2560.0,degraded,0.0139,0.0120,0.0240,0.0480,10000
rs,10000,3,0,3,1,2560.0,normal,0.0139,0.0120,0.0240,0.0480,10000
rs,10000,3,0,3,1,4000.0,degraded,0.0141,0.0120,0.0240,0.0520,10000
rs,10000,3,0,3,1,4000.0,normal,0.0142,0.0120,0.0240,0.0490,10000
rs,10000,3,0,3,1,5120.0,degraded,0.0143,0.0120,0.0240,0.0560,10000
rs,10000,3,0,3,1,5120.0,normal,0.0144,0.0120,0.0240,0.0560,10000
rs,10000,3,0,3,1,8000.0,degraded,0.0148,0.0120,0.0268,0.0600,10000
rs,10000,3,0,3,1,8000.0,normal,0.0149,0.0120,0.0280,0.0640,10000
rs,10000,3,0,3,1,10240.0,degraded,0.0152,0.0120,0.0280,0.0640,10000
rs,10000,3,0,3,1,10240.0,normal,0.0153,0.0120,0.0280,0.0680,10000
rs,10000,3,0,3,1,16000.0,degraded,0.0164,0.0120,0.0320,0.0811,10000
rs,10000,3,0,3,1,16000.0,normal,0.0168,0.0120,0.0326,0.0898,10000
rs,10000,3,0,3,1,20480.0,degraded,0.0180,0.0120,0.0383,0.1054,10000
rs,10000,3,0,3,1,20480.0,normal,0.0181,0.0120,0.0386,0.1120,10000
rs,10000,3,0,3,1,32000.0,degraded,0.0246,0.0120,0.0622,0.2390,10000
rs,10000,3,0,3,1,32000.0,normal,0.0242,0.0120,0.0682,0.2127,10000
rs,10000,3,0,3,1,40960.0,degraded,0.0333,0.0157,0.0996,0.3811,10000
rs,10000,3,0,3,1,40960.0,normal,0.0320,0.0149,0.1152,0.3280,10000
rs,10000,3,0,3,1,44684.0,degraded,0.0387,0.0172,0.1351,0.4616,10000
rs,10000,3,0,3,1,44684.0,normal,0.0372,0.0162,0.1535,0.3888,10000
rs,10000,3,0,3,1,48407.0,degraded,0.0471,0.0190,0.2111,0.5353,10000
rs,10000,3,0,3,1,48407.0,normal,0.0442,0.0181,0.2150,0.4451,10000
rs,10000,3,0,3,1,52131.0,degraded,0.0570,0.0208,0.2919,0.6176,10000
rs,10000,3,0,3,1,52131.0,normal,0.0556,0.0200,0.2986,0.5498,10000
rs,10000,3,0,3,1,55855.0,degraded,0.0708,0.0226,0.3968,0.7339,10000
rs,10000,3,0,3,1,55855.0,normal,0.0750,0.0219,0.4020,0.6705,10000
rs,10000,3,0,3,1,59578.0,degraded,0.0896,0.0249,0.5002,0.9095,10000
rs,10000,3,0,3,1,59578.0,normal,0.1097,0.0238,0.5753,1.0668,10000
rs,10000,3,0,3,1,63302.0,degraded,0.1460,0.0287,0.8171,1.2436,10000
rs,10000,3,0,3,1,63302.0,normal,0.1768,0.0281,0.9020,1.5786,10000
rs,10000,3,0,3,1,64000.0,degraded,0.1642,0.0298,0.9090,1.3360,10000
rs,10000,3,0,3,1,64000.0,normal,0.1950,0.0294,0.9840,1.6851,10000
rs,10000,3,0,3,1,67025.0,degraded,0.3425,0.0358,1.7653,3.1302,10000
rs,10000,3,0,3,1,67025.0,normal,0.3525,0.0347,1.6163,3.0540,10000
rs,10000,3,0,3,1,69818.0,degraded,0.5734,0.0469,2.7620,4.8873,10000
rs,10000,3,0,3,1,69818.0,normal,0.6200,0.0432,2.7038,5.1977,10000
rs,10000,3,0,3,1,70749.0,degraded,0.6687,0.0532,3.0461,5.4477,10000
rs,10000,3,0,3,1,70749.0,normal,0.7188,0.0488,3.0929,5.8806,10000
rs,10000,3,0,3,1,74473.0,degraded,1.1293,0.1045,4.1798,7.5879,10000
rs,10000,3,0,3,1,74473.0,normal,1.2159,0.1003,4.4544,8.4123,10000
rs,10000,3,0,3,1,75636.0,degraded,1.3084,0.1461,4.5086,8.2966,10000
rs,10000,3,0,3,1,75636.0,normal,1.4012,0.1580,4.8480,9.2097,10000
rs,10000,3,0,3,1,78196.0,degraded,1.7936,0.6846,5.1498,9.6775,10000
rs,10000,3,0,3,1,78196.0,normal,1.8993,0.8221,5.6829,10.8794,10000
rs,10000,3,0,3,1,81455.0,degraded,2.9448,2.3821,6.0877,11.6021,10000
rs,10000,3,0,3,1,81455.0,normal,2.6813,1.7608,6.7523,12.8057,10000
rs,10000,3,0,3,1,81920.0,degraded,3.2204,2.7360,6.2589,11.8272,10000
rs,10000,3,0,3,1,81920.0,normal,2.7982,2.0259,6.9043,13.0639,10000
rs,10000,3,0,3,1,87273.0,degraded,11.4822,10.2642,22.0507,28.4839,10000
rs,10000,3,0,3,1,87273.0,normal,4.3346,2.7422,8.8821,16.5438,10000
rs,10000,3,0,3,1,93091.0,degraded,23.0432,20.7359,44.8060,51.3062,10000
rs,10000,3,0,3,1,93091.0,normal,8.1633,6.1231,16.6907,26.1454,10000
rs,10000,3,0,3,1,98909.0,degraded,33.2376,30.2710,66.1760,72.1743,10000
rs,10000,3,0,3,1,98909.0,normal,11.5705,9.3605,25.6374,35.0129,10000
rs,10000,3,0,3,1,104727.0,degraded,42.2122,38.9038,83.8218,87.2593,10000
rs,10000,3,0,3,1,104727.0,normal,14.6248,12.2598,33.4245,42.9491,10000
rs,10000,3,0,3,1,110545.0,degraded,50.1353,46.6901,95.4051,100.5313,10000
rs,10000,3,0,3,1,110545.0,normal,17.3692,14.7200,40.0773,50.8575,10000
rs,10000,3,0,3,1,116364.0,degraded,57.1843,53.6027,105.0956,110.3273,10000
rs,10000,3,0,3,1,116364.0,normal,19.8497,17.0163,46.0546,58.3451,10000
rs,10000,3,0,3,1,122182.0,degraded,63.5485,59.7756,112.4040,120.9755,10000
rs,10000,3,0,3,1,122182.0,normal,22.1161,19.1375,52.4048,65.4243,10000
rs,10000,3,0,3,1,128000.0,degraded,69.3254,65.5486,118.8786,128.6295,10000
rs,10000,3,0,3,1,128000.0,normal,24.2162,21.0965,58.4504,73.3211,10000
rs,10000,3,0,none,0,10.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,20.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,40.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,80.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,160.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,320.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,640.0,normal,0.0136,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,1000.0,normal,0.0137,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,1280.0,normal,0.0137,0.0120,0.0240,0.0440,10000
rs,10000,3,0,none,0,2000.0,normal,0.0138,0.0120,0.0240,0.0480,10000
rs,10000,3,0,none,0,2560.0,normal,0.0138,0.0120,0.0240,0.0480,10000
rs,10000,3,0,none,0,4000.0,normal,0.0140,0.0120,0.0240,0.0480,10000
rs,10000,3,0,none,0,5120.0,normal,0.0142,0.0120,0.0240,0.0510,10000
rs,10000,3,0,none,0,8000.0,normal,0.0146,0.0120,0.0240,0.0560,10000
rs,10000,3,0,none,0,10240.0,normal,0.0149,0.0120,0.0265,0.0600,10000
rs,10000,3,0,none,0,16000.0,normal,0.0160,0.0120,0.0298,0.0742,10000
rs,10000,3,0,none,0,20480.0,normal,0.0170,0.0120,0.0333,0.0888,10000
rs,10000,3,0,none,0,32000.0,normal,0.0216,0.0120,0.0547,0.1547,10000
rs,10000,3,0,none,0,40960.0,normal,0.0275,0.0149,0.0878,0.2280,10000
rs,10000,3,0,none,0,44684.0,normal,0.0315,0.0160,0.1178,0.2582,10000
rs,10000,3,0,none,0,48407.0,normal,0.0372,0.0179,0.1587,0.2986,10000
rs,10000,3,0,none,0,52131.0,normal,0.0462,0.0199,0.2218,0.3736,10000
rs,10000,3,0,none,0,55855.0,normal,0.0621,0.0218,0.3133,0.4603,10000
rs,10000,3,0,none,0,59578.0,normal,0.0911,0.0237,0.5098,0.6654,10000
rs,10000,3,0,none,0,63302.0,normal,0.1471,0.0280,0.7967,1.0558,10000
rs,10000,3,0,none,0,64000.0,normal,0.1627,0.0291,0.8647,1.1578,10000
rs,10000,3,0,none,0,67025.0,normal,0.2975,0.0343,1.5798,1.9471,10000
rs,10000,3,0,none,0,69818.0,normal,0.5330,0.0425,2.7666,3.1358,10000
rs,10000,3,0,none,0,70749.0,normal,0.6207,0.0481,3.1280,3.5120,10000
rs,10000,3,0,none,0,74473.0,normal,1.0723,0.0974,4.5881,4.9951,10000
rs,10000,3,0,none,0,75636.0,normal,1.2438,0.1460,5.0258,5.4298,10000
rs,10000,3,0,none,0,78196.0,normal,1.7120,0.7822,5.9790,6.3485,10000
rs,10000,3,0,none,0,81455.0,normal,2.4536,1.4781,7.1630,7.4724,10000
rs,10000,3,0,none,0,81920.0,normal,2.5647,1.4948,7.3140,7.6275,10000
rs,10000,3,0,none,0,87273.0,normal,4.0183,1.7925,9.3370,9.6431,10000
rs,10000,3,0,none,0,93091.0,normal,7.5626,5.2871,14.4742,14.6282,10000
rs,10000,3,0,none,0,98909.0,normal,10.6905,8.3897,19.8462,19.9300,10000
rs,10000,3,0,none,0,104727.0,normal,13.4710,11.1475,25.1649,25.3979,10000
rs,10000,3,0,none,0,110545.0,normal,15.9587,13.6150,29.9216,30.3795,10000
rs,10000,3,0,none,0,116364.0,normal,18.1981,15.8362,34.2035,34.8641,10000
rs,10000,3,0,none,0,122182.0,normal,20.2240,17.8456,38.0814,38.9102,10000
rs,10000,3,0,none,0,128000.0,normal,22.0659,19.6726,41.6021,42.5905,10000
