mode,scenario,workload,elapsed_sec,window_availability
quorum-w3r1,correlated_slow_120ms,write_heavy,17.212,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,17.464,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,17.713,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,17.966,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,18.215,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,18.468,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,18.721,1.0000
quorum-w3r1,correlated_slow_120ms,write_heavy,18.972,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,0.251,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,0.502,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,0.756,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,1.009,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,1.262,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,1.515,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,1.770,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,2.023,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,2.276,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,2.528,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,2.775,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,3.031,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,3.289,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,3.542,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,3.796,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,4.051,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,4.304,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,4.559,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,4.811,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,5.060,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,5.316,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,5.569,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,5.826,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,6.076,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,6.325,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,6.579,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,6.831,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,7.085,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,7.337,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,7.591,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,7.844,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,8.097,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,8.352,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,8.606,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,8.857,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,9.114,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,9.372,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,9.624,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,9.878,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,10.133,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,10.385,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,10.636,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,10.892,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,11.145,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,11.397,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,11.651,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,11.903,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,12.159,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,12.412,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,12.667,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,12.916,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,13.173,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,13.427,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,13.674,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,13.925,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,14.176,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,14.426,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,14.677,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,14.993,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,15.251,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,15.503,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,15.758,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,16.009,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,16.261,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,16.513,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,16.768,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,17.019,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,17.276,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,17.526,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,17.781,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,18.034,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,18.285,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,18.535,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,18.788,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,19.041,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,19.297,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,19.550,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,19.803,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,20.050,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,20.300,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,20.551,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,20.802,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,21.052,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,21.306,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,21.561,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,21.818,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,22.066,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,22.317,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,22.569,1.0000
quorum-w3r1,correlated_slow_120ms,mixed,22.824,1.0000
quorum-w3r1,background_repair_traffic,read_heavy,0.119,1.0000
quorum-w3r1,background_repair_traffic,write_heavy,0.117,1.0000
quorum-w3r1,background_repair_traffic,mixed,0.154,1.0000
quorum-w3r1,node_crash_midrun,read_heavy,0.139,0.9267
quorum-w3r1,node_crash_midrun,write_heavy,0.137,0.2000
quorum-w3r1,node_crash_midrun,mixed,0.179,0.4444
quorum-w3r1,stale_follower_read_repair,read_heavy,0.155,1.0000
quorum-w3r1,stale_follower_read_repair,write_heavy,0.140,1.0000
quorum-w3r1,stale_follower_read_repair,mixed,0.196,1.0000
