mode,scenario,workload,elapsed_sec,window_availability
leader-lamport,baseline,read_heavy,0.209,1.0000
leader-lamport,baseline,read_heavy,0.411,1.0000
leader-lamport,baseline,read_heavy,0.612,1.0000
leader-lamport,baseline,read_heavy,0.644,1.0000
leader-lamport,baseline,write_heavy,0.200,1.0000
leader-lamport,baseline,write_heavy,0.225,1.0000
leader-lamport,baseline,mixed,0.207,1.0000
leader-lamport,baseline,mixed,0.408,1.0000
leader-lamport,baseline,mixed,0.609,1.0000
leader-lamport,baseline,mixed,0.713,1.0000
leader-lamport,slow_follower_120ms,read_heavy,0.256,1.0000
leader-lamport,slow_follower_120ms,read_heavy,0.507,1.0000
leader-lamport,slow_follower_120ms,read_heavy,0.772,1.0000
leader-lamport,slow_follower_120ms,read_heavy,1.024,1.0000
leader-lamport,slow_follower_120ms,read_heavy,1.287,1.0000
leader-lamport,slow_follower_120ms,read_heavy,1.539,1.0000
leader-lamport,slow_follower_120ms,read_heavy,1.788,1.0000
leader-lamport,slow_follower_120ms,read_heavy,2.050,1.0000
leader-lamport,slow_follower_120ms,read_heavy,2.305,1.0000
leader-lamport,slow_follower_120ms,read_heavy,2.562,1.0000
leader-lamport,slow_follower_120ms,read_heavy,2.815,1.0000
leader-lamport,slow_follower_120ms,read_heavy,3.083,1.0000
leader-lamport,slow_follower_120ms,read_heavy,3.340,1.0000
leader-lamport,slow_follower_120ms,read_heavy,3.622,1.0000
leader-lamport,slow_follower_120ms,read_heavy,3.874,1.0000
leader-lamport,slow_follower_120ms,read_heavy,3.875,1.0000
leader-lamport,slow_follower_120ms,write_heavy,0.255,1.0000
leader-lamport,slow_follower_120ms,write_heavy,0.505,1.0000
leader-lamport,slow_follower_120ms,write_heavy,0.755,1.0000
leader-lamport,slow_follower_120ms,write_heavy,1.007,1.0000
leader-lamport,slow_follower_120ms,write_heavy,1.291,1.0000
leader-lamport,slow_follower_120ms,write_heavy,1.556,1.0000
leader-lamport,slow_follower_120ms,write_heavy,1.808,1.0000
leader-lamport,slow_follower_120ms,write_heavy,2.065,1.0000
leader-lamport,slow_follower_120ms,write_heavy,2.318,1.0000
leader-lamport,slow_follower_120ms,write_heavy,2.568,1.0000
leader-lamport,slow_follower_120ms,write_heavy,2.871,1.0000
leader-lamport,slow_follower_120ms,write_heavy,3.137,1.0000
leader-lamport,slow_follower_120ms,write_heavy,3.388,1.0000
leader-lamport,slow_follower_120ms,write_heavy,3.641,1.0000
leader-lamport,slow_follower_120ms,write_heavy,3.888,1.0000
leader-lamport,slow_follower_120ms,write_heavy,4.137,1.0000
leader-lamport,slow_follower_120ms,write_heavy,4.390,1.0000
leader-lamport,slow_follower_120ms,write_heavy,4.640,1.0000
leader-lamport,slow_follower_120ms,write_heavy,4.891,1.0000
leader-lamport,slow_follower_120ms,write_heavy,5.146,1.0000
leader-lamport,slow_follower_120ms,write_heavy,5.398,1.0000
leader-lamport,slow_follower_120ms,write_heavy,5.650,1.0000
leader-lamport,slow_follower_120ms,write_heavy,5.902,1.0000
leader-lamport,slow_follower_120ms,write_heavy,6.150,1.0000
leader-lamport,slow_follower_120ms,write_heavy,6.402,1.0000
leader-lamport,slow_follower_120ms,write_heavy,6.685,1.0000
leader-lamport,slow_follower_120ms,write_heavy,6.972,1.0000
leader-lamport,slow_follower_120ms,write_heavy,7.225,1.0000
leader-lamport,slow_follower_120ms,write_heavy,7.476,1.0000
leader-lamport,slow_follower_120ms,write_heavy,7.725,1.0000
leader-lamport,slow_follower_120ms,write_heavy,8.006,1.0000
leader-lamport,slow_follower_120ms,write_heavy,8.252,1.0000
leader-lamport,slow_follower_120ms,write_heavy,8.505,1.0000
leader-lamport,slow_follower_120ms,write_heavy,8.753,1.0000
leader-lamport,slow_follower_120ms,write_heavy,9.002,1.0000
leader-lamport,slow_follower_120ms,write_heavy,9.252,1.0000
leader-lamport,slow_follower_120ms,write_heavy,9.507,1.0000
leader-lamport,slow_follower_120ms,write_heavy,9.758,1.0000
leader-lamport,slow_follower_120ms,write_heavy,10.007,1.0000
leader-lamport,slow_follower_120ms,write_heavy,10.255,1.0000
leader-lamport,slow_follower_120ms,write_heavy,10.506,1.0000
leader-lamport,slow_follower_120ms,write_heavy,10.753,1.0000
leader-lamport,slow_follower_120ms,write_heavy,11.001,1.0000
leader-lamport,slow_follower_120ms,write_heavy,11.253,1.0000
leader-lamport,slow_follower_120ms,write_heavy,11.506,1.0000
leader-lamport,slow_follower_120ms,write_heavy,11.776,1.0000
leader-lamport,slow_follower_120ms,write_heavy,12.025,1.0000
leader-lamport,slow_follower_120ms,write_heavy,12.278,1.0000
leader-lamport,slow_follower_120ms,write_heavy,12.527,1.0000
leader-lamport,slow_follower_120ms,write_heavy,12.778,1.0000
leader-lamport,slow_follower_120ms,write_heavy,13.028,1.0000
leader-lamport,slow_follower_120ms,write_heavy,13.279,1.0000
leader-lamport,slow_follower_120ms,write_heavy,13.528,1.0000
leader-lamport,slow_follower_120ms,write_heavy,13.775,1.0000
leader-lamport,slow_follower_120ms,write_heavy,14.044,1.0000
leader-lamport,slow_follower_120ms,write_heavy,14.345,1.0000
leader-lamport,slow_follower_120ms,write_heavy,14.598,1.0000
leader-lamport,slow_follower_120ms,write_heavy,14.847,1.0000
leader-lamport,slow_follower_120ms,write_heavy,15.171,1.0000
leader-lamport,slow_follower_120ms,write_heavy,15.422,1.0000
leader-lamport,slow_follower_120ms,write_heavy,15.547,1.0000
leader-lamport,slow_follower_120ms,mixed,0.248,1.0000
leader-lamport,slow_follower_120ms,mixed,0.498,1.0000
leader-lamport,slow_follower_120ms,mixed,0.753,1.0000
leader-lamport,slow_follower_120ms,mixed,1.007,1.0000
leader-lamport,slow_follower_120ms,mixed,1.261,1.0000
leader-lamport,slow_follower_120ms,mixed,1.515,1.0000
leader-lamport,slow_follower_120ms,mixed,1.765,1.0000
leader-lamport,slow_follower_120ms,mixed,2.019,1.0000
leader-lamport,slow_follower_120ms,mixed,2.315,1.0000
leader-lamport,slow_follower_120ms,mixed,2.566,1.0000
leader-lamport,slow_follower_120ms,mixed,2.815,1.0000
leader-lamport,slow_follower_120ms,mixed,3.070,1.0000
leader-lamport,slow_follower_120ms,mixed,3.386,1.0000
leader-lamport,slow_follower_120ms,mixed,3.718,1.0000
leader-lamport,slow_follower_120ms,mixed,3.999,1.0000
leader-lamport,slow_follower_120ms,mixed,4.251,1.0000
leader-lamport,slow_follower_120ms,mixed,4.499,1.0000
leader-lamport,slow_follower_120ms,mixed,4.749,1.0000
leader-lamport,slow_follower_120ms,mixed,5.004,1.0000
leader-lamport,slow_follower_120ms,mixed,5.259,1.0000
leader-lamport,slow_follower_120ms,mixed,5.513,1.0000
leader-lamport,slow_follower_120ms,mixed,5.765,1.0000
leader-lamport,slow_follower_120ms,mixed,6.015,1.0000
leader-lamport,slow_follower_120ms,mixed,6.269,1.0000
leader-lamport,slow_follower_120ms,mixed,6.515,1.0000
leader-lamport,slow_follower_120ms,mixed,6.765,1.0000
leader-lamport,slow_follower_120ms,mixed,7.014,1.0000
leader-lamport,slow_follower_120ms,mixed,7.265,1.0000
leader-lamport,slow_follower_120ms,mixed,7.515,1.0000
leader-lamport,slow_follower_120ms,mixed,7.765,1.0000
leader-lamport,slow_follower_120ms,mixed,8.013,1.0000
leader-lamport,slow_follower_120ms,mixed,8.267,1.0000
leader-lamport,slow_follower_120ms,mixed,8.515,1.0000
leader-lamport,slow_follower_120ms,mixed,8.773,1.0000
leader-lamport,slow_follower_120ms,mixed,9.051,1.0000
leader-lamport,slow_follower_120ms,mixed,9.285,1.0000
leader-lamport,slow_follower_120ms,mixed,9.538,1.0000
leader-lamport,slow_follower_120ms,mixed,9.789,1.0000
leader-lamport,slow_follower_120ms,mixed,10.041,1.0000
leader-lamport,slow_follower_120ms,mixed,10.292,1.0000
leader-lamport,slow_follower_120ms,mixed,10.539,1.0000
leader-lamport,slow_follower_120ms,mixed,10.790,1.0000
leader-lamport,slow_follower_120ms,mixed,11.042,1.0000
leader-lamport,slow_follower_120ms,mixed,11.292,1.0000
leader-lamport,slow_follower_120ms,mixed,11.542,1.0000
leader-lamport,slow_follower_120ms,mixed,11.792,1.0000
leader-lamport,slow_follower_120ms,mixed,12.039,1.0000
leader-lamport,slow_follower_120ms,mixed,12.294,1.0000
leader-lamport,slow_follower_120ms,mixed,12.635,1.0000
leader-lamport,slow_follower_120ms,mixed,12.858,1.0000
leader-lamport,slow_follower_120ms,mixed,13.107,1.0000
leader-lamport,fail_slow_burst,read_heavy,0.348,1.0000
leader-lamport,fail_slow_burst,read_heavy,0.658,1.0000
leader-lamport,fail_slow_burst,read_heavy,0.696,1.0000
leader-lamport,fail_slow_burst,write_heavy,0.208,1.0000
leader-lamport,fail_slow_burst,write_heavy,0.517,1.0000
leader-lamport,fail_slow_burst,write_heavy,0.855,1.0000
leader-lamport,fail_slow_burst,write_heavy,1.194,1.0000
leader-lamport,fail_slow_burst,write_heavy,1.509,1.0000
leader-lamport,fail_slow_burst,write_heavy,1.842,1.0000
leader-lamport,fail_slow_burst,write_heavy,2.171,1.0000
leader-lamport,fail_slow_burst,mixed,0.440,1.0000
leader-lamport,fail_slow_burst,mixed,0.661,1.0000
leader-lamport,fail_slow_burst,mixed,0.994,1.0000
leader-lamport,fail_slow_burst,mixed,1.206,1.0000
leader-lamport,fail_slow_burst,mixed,1.532,1.0000
leader-lamport,fail_slow_burst,mixed,1.867,1.0000
leader-lamport,fail_slow_burst,mixed,2.068,1.0000
leader-lamport,fail_slow_burst,mixed,2.278,1.0000
leader-lamport,fail_slow_burst,mixed,2.592,1.0000
leader-lamport,fail_slow_burst,mixed,2.793,1.0000
leader-lamport,fail_slow_burst,mixed,3.122,1.0000
leader-lamport,fail_slow_burst,mixed,3.323,1.0000
leader-lamport,fail_slow_burst,mixed,3.499,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,0.263,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,0.511,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,0.768,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,1.016,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,1.271,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,1.522,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,1.776,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,2.032,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,2.284,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,2.544,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,2.797,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,3.066,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,3.319,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,3.588,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,3.842,1.0000
leader-lamport,correlated_slow_120ms,read_heavy,3.846,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,0.250,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,0.502,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,0.753,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,1.009,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,1.266,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,1.519,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,1.771,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,2.019,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,2.267,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,2.516,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,2.765,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,3.018,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,3.276,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,3.529,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,3.781,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,4.033,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,4.286,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,4.539,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,4.789,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,5.040,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,5.292,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,5.546,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,5.795,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,6.045,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,6.298,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,6.546,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,6.797,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,7.046,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,7.299,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,7.546,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,7.795,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,8.054,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,8.303,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,8.557,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,8.858,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,9.106,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,9.354,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,9.605,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,9.854,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,10.105,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,10.355,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,10.607,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,10.855,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,11.104,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,11.353,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,11.602,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,11.855,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,12.105,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,12.352,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,12.602,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,12.855,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,13.104,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,13.357,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,13.608,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,13.861,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,14.115,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,14.362,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,14.612,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,14.861,1.0000
leader-lamport,correlated_slow_120ms,write_heavy,15.113,1.0000
leader-lamport,correlated_slow_120ms,mixed,0.359,1.0000
leader-lamport,correlated_slow_120ms,mixed,0.610,1.0000
leader-lamport,correlated_slow_120ms,mixed,0.856,1.0000
leader-lamport,correlated_slow_120ms,mixed,1.108,1.0000
leader-lamport,correlated_slow_120ms,mixed,1.355,1.0000
leader-lamport,correlated_slow_120ms,mixed,1.608,1.0000
leader-lamport,correlated_slow_120ms,mixed,1.859,1.0000
leader-lamport,correlated_slow_120ms,mixed,2.112,1.0000
leader-lamport,correlated_slow_120ms,mixed,2.361,1.0000
leader-lamport,correlated_slow_120ms,mixed,2.611,1.0000
leader-lamport,correlated_slow_120ms,mixed,2.857,1.0000
leader-lamport,correlated_slow_120ms,mixed,3.110,1.0000
leader-lamport,correlated_slow_120ms,mixed,3.364,1.0000
leader-lamport,correlated_slow_120ms,mixed,3.616,1.0000
leader-lamport,correlated_slow_120ms,mixed,3.866,1.0000
leader-lamport,correlated_slow_120ms,mixed,4.121,1.0000
leader-lamport,correlated_slow_120ms,mixed,4.398,1.0000
leader-lamport,correlated_slow_120ms,mixed,4.648,1.0000
leader-lamport,correlated_slow_120ms,mixed,4.904,1.0000
leader-lamport,correlated_slow_120ms,mixed,5.155,1.0000
leader-lamport,correlated_slow_120ms,mixed,5.413,1.0000
leader-lamport,correlated_slow_120ms,mixed,5.733,1.0000
leader-lamport,correlated_slow_120ms,mixed,5.982,1.0000
leader-lamport,correlated_slow_120ms,mixed,6.268,1.0000
leader-lamport,correlated_slow_120ms,mixed,6.525,1.0000
leader-lamport,correlated_slow_120ms,mixed,6.775,1.0000
leader-lamport,correlated_slow_120ms,mixed,7.049,1.0000
leader-lamport,correlated_slow_120ms,mixed,7.302,1.0000
leader-lamport,correlated_slow_120ms,mixed,7.576,1.0000
leader-lamport,correlated_slow_120ms,mixed,7.827,1.0000
leader-lamport,correlated_slow_120ms,mixed,8.076,1.0000
leader-lamport,correlated_slow_120ms,mixed,8.324,1.0000
leader-lamport,correlated_slow_120ms,mixed,8.574,1.0000
leader-lamport,correlated_slow_120ms,mixed,8.827,1.0000
leader-lamport,correlated_slow_120ms,mixed,9.081,1.0000
leader-lamport,correlated_slow_120ms,mixed,9.333,1.0000
leader-lamport,correlated_slow_120ms,mixed,9.583,1.0000
leader-lamport,correlated_slow_120ms,mixed,9.838,1.0000
leader-lamport,correlated_slow_120ms,mixed,10.093,1.0000
leader-lamport,correlated_slow_120ms,mixed,10.346,1.0000
leader-lamport,correlated_slow_120ms,mixed,10.600,1.0000
leader-lamport,correlated_slow_120ms,mixed,10.849,1.0000
leader-lamport,correlated_slow_120ms,mixed,11.100,1.0000
leader-lamport,correlated_slow_120ms,mixed,11.353,1.0000
leader-lamport,correlated_slow_120ms,mixed,11.609,1.0000
leader-lamport,correlated_slow_120ms,mixed,11.858,1.0000
leader-lamport,correlated_slow_120ms,mixed,12.107,1.0000
leader-lamport,correlated_slow_120ms,mixed,12.361,1.0000
leader-lamport,correlated_slow_120ms,mixed,12.615,1.0000
leader-lamport,correlated_slow_120ms,mixed,12.861,1.0000
leader-lamport,correlated_slow_120ms,mixed,13.115,1.0000
leader-lamport,background_repair_traffic,read_heavy,0.077,1.0000
leader-lamport,background_repair_traffic,write_heavy,0.106,1.0000
leader-lamport,background_repair_traffic,mixed,0.137,1.0000
leader-lamport,node_crash_midrun,read_heavy,0.063,1.0000
leader-lamport,node_crash_midrun,write_heavy,0.080,1.0000
leader-lamport,node_crash_midrun,mixed,0.077,1.0000
leader-vector,baseline,read_heavy,0.075,1.0000
leader-vector,baseline,write_heavy,0.081,1.0000
leader-vector,baseline,mixed,0.074,1.0000
leader-vector,slow_follower_120ms,read_heavy,0.252,1.0000
leader-vector,slow_follower_120ms,read_heavy,0.501,1.0000
leader-vector,slow_follower_120ms,read_heavy,0.761,1.0000
leader-vector,slow_follower_120ms,read_heavy,1.011,1.0000
leader-vector,slow_follower_120ms,read_heavy,1.262,1.0000
leader-vector,slow_follower_120ms,read_heavy,1.517,1.0000
leader-vector,slow_follower_120ms,read_heavy,1.779,1.0000
leader-vector,slow_follower_120ms,read_heavy,2.037,1.0000
leader-vector,slow_follower_120ms,read_heavy,2.346,1.0000
leader-vector,slow_follower_120ms,read_heavy,2.599,1.0000
leader-vector,slow_follower_120ms,read_heavy,2.857,1.0000
leader-vector,slow_follower_120ms,read_heavy,3.121,1.0000
leader-vector,slow_follower_120ms,read_heavy,3.406,1.0000
leader-vector,slow_follower_120ms,read_heavy,3.666,1.0000
leader-vector,slow_follower_120ms,read_heavy,3.925,1.0000
leader-vector,slow_follower_120ms,read_heavy,4.056,1.0000
leader-vector,slow_follower_120ms,write_heavy,0.250,1.0000
leader-vector,slow_follower_120ms,write_heavy,0.502,1.0000
leader-vector,slow_follower_120ms,write_heavy,0.759,1.0000
leader-vector,slow_follower_120ms,write_heavy,1.012,1.0000
leader-vector,slow_follower_120ms,write_heavy,1.267,1.0000
leader-vector,slow_follower_120ms,write_heavy,1.523,1.0000
leader-vector,slow_follower_120ms,write_heavy,1.781,1.0000
leader-vector,slow_follower_120ms,write_heavy,2.034,1.0000
leader-vector,slow_follower_120ms,write_heavy,2.288,1.0000
leader-vector,slow_follower_120ms,write_heavy,2.547,1.0000
leader-vector,slow_follower_120ms,write_heavy,2.801,1.0000
leader-vector,slow_follower_120ms,write_heavy,3.058,1.0000
leader-vector,slow_follower_120ms,write_heavy,3.312,1.0000
leader-vector,slow_follower_120ms,write_heavy,3.566,1.0000
leader-vector,slow_follower_120ms,write_heavy,3.819,1.0000
leader-vector,slow_follower_120ms,write_heavy,4.074,1.0000
leader-vector,slow_follower_120ms,write_heavy,4.329,1.0000
leader-vector,slow_follower_120ms,write_heavy,4.581,1.0000
leader-vector,slow_follower_120ms,write_heavy,4.830,1.0000
leader-vector,slow_follower_120ms,write_heavy,5.087,1.0000
leader-vector,slow_follower_120ms,write_heavy,5.339,1.0000
leader-vector,slow_follower_120ms,write_heavy,5.588,1.0000
leader-vector,slow_follower_120ms,write_heavy,5.847,1.0000
leader-vector,slow_follower_120ms,write_heavy,6.105,1.0000
leader-vector,slow_follower_120ms,write_heavy,6.355,1.0000
leader-vector,slow_follower_120ms,write_heavy,6.608,1.0000
leader-vector,slow_follower_120ms,write_heavy,6.862,1.0000
leader-vector,slow_follower_120ms,write_heavy,7.109,1.0000
leader-vector,slow_follower_120ms,write_heavy,7.363,1.0000
leader-vector,slow_follower_120ms,write_heavy,7.615,1.0000
leader-vector,slow_follower_120ms,write_heavy,7.865,1.0000
leader-vector,slow_follower_120ms,write_heavy,8.122,1.0000
leader-vector,slow_follower_120ms,write_heavy,8.379,1.0000
leader-vector,slow_follower_120ms,write_heavy,8.634,1.0000
leader-vector,slow_follower_120ms,write_heavy,8.888,1.0000
leader-vector,slow_follower_120ms,write_heavy,9.140,1.0000
leader-vector,slow_follower_120ms,write_heavy,9.394,1.0000
leader-vector,slow_follower_120ms,write_heavy,9.647,1.0000
leader-vector,slow_follower_120ms,write_heavy,9.898,1.0000
leader-vector,slow_follower_120ms,write_heavy,10.151,1.0000
leader-vector,slow_follower_120ms,write_heavy,10.406,1.0000
leader-vector,slow_follower_120ms,write_heavy,10.656,1.0000
leader-vector,slow_follower_120ms,write_heavy,10.914,1.0000
leader-vector,slow_follower_120ms,write_heavy,11.171,1.0000
leader-vector,slow_follower_120ms,write_heavy,11.430,1.0000
leader-vector,slow_follower_120ms,write_heavy,11.683,1.0000
leader-vector,slow_follower_120ms,write_heavy,11.939,1.0000
leader-vector,slow_follower_120ms,write_heavy,12.195,1.0000
leader-vector,slow_follower_120ms,write_heavy,12.447,1.0000
leader-vector,slow_follower_120ms,write_heavy,12.701,1.0000
leader-vector,slow_follower_120ms,write_heavy,12.957,1.0000
leader-vector,slow_follower_120ms,write_heavy,13.210,1.0000
leader-vector,slow_follower_120ms,write_heavy,13.465,1.0000
leader-vector,slow_follower_120ms,write_heavy,13.722,1.0000
leader-vector,slow_follower_120ms,write_heavy,13.977,1.0000
leader-vector,slow_follower_120ms,write_heavy,14.236,1.0000
leader-vector,slow_follower_120ms,write_heavy,14.491,1.0000
leader-vector,slow_follower_120ms,write_heavy,14.745,1.0000
leader-vector,slow_follower_120ms,write_heavy,14.994,1.0000
leader-vector,slow_follower_120ms,write_heavy,15.252,1.0000
leader-vector,slow_follower_120ms,mixed,0.255,1.0000
leader-vector,slow_follower_120ms,mixed,0.507,1.0000
leader-vector,slow_follower_120ms,mixed,0.764,1.0000
leader-vector,slow_follower_120ms,mixed,1.017,1.0000
leader-vector,slow_follower_120ms,mixed,1.283,1.0000
leader-vector,slow_follower_120ms,mixed,1.548,1.0000
leader-vector,slow_follower_120ms,mixed,1.806,1.0000
leader-vector,slow_follower_120ms,mixed,2.080,1.0000
leader-vector,slow_follower_120ms,mixed,2.338,1.0000
leader-vector,slow_follower_120ms,mixed,2.589,1.0000
leader-vector,slow_follower_120ms,mixed,2.846,1.0000
leader-vector,slow_follower_120ms,mixed,3.099,1.0000
leader-vector,slow_follower_120ms,mixed,3.353,1.0000
leader-vector,slow_follower_120ms,mixed,3.607,1.0000
leader-vector,slow_follower_120ms,mixed,3.866,1.0000
leader-vector,slow_follower_120ms,mixed,4.122,1.0000
leader-vector,slow_follower_120ms,mixed,4.381,1.0000
leader-vector,slow_follower_120ms,mixed,4.639,1.0000
leader-vector,slow_follower_120ms,mixed,4.886,1.0000
leader-vector,slow_follower_120ms,mixed,5.152,1.0000
leader-vector,slow_follower_120ms,mixed,5.407,1.0000
leader-vector,slow_follower_120ms,mixed,5.662,1.0000
leader-vector,slow_follower_120ms,mixed,5.921,1.0000
leader-vector,slow_follower_120ms,mixed,6.176,1.0000
leader-vector,slow_follower_120ms,mixed,6.434,1.0000
leader-vector,slow_follower_120ms,mixed,6.687,1.0000
leader-vector,slow_follower_120ms,mixed,6.941,1.0000
leader-vector,slow_follower_120ms,mixed,7.194,1.0000
leader-vector,slow_follower_120ms,mixed,7.447,1.0000
leader-vector,slow_follower_120ms,mixed,7.702,1.0000
leader-vector,slow_follower_120ms,mixed,7.958,1.0000
leader-vector,slow_follower_120ms,mixed,8.216,1.0000
leader-vector,slow_follower_120ms,mixed,8.468,1.0000
leader-vector,slow_follower_120ms,mixed,8.724,1.0000
leader-vector,slow_follower_120ms,mixed,8.981,1.0000
leader-vector,slow_follower_120ms,mixed,9.233,1.0000
leader-vector,slow_follower_120ms,mixed,9.487,1.0000
leader-vector,slow_follower_120ms,mixed,9.734,1.0000
leader-vector,slow_follower_120ms,mixed,9.992,1.0000
leader-vector,slow_follower_120ms,mixed,10.250,1.0000
leader-vector,slow_follower_120ms,mixed,10.503,1.0000
leader-vector,slow_follower_120ms,mixed,10.761,1.0000
leader-vector,slow_follower_120ms,mixed,11.013,1.0000
leader-vector,slow_follower_120ms,mixed,11.264,1.0000
leader-vector,slow_follower_120ms,mixed,11.517,1.0000
leader-vector,slow_follower_120ms,mixed,11.774,1.0000
leader-vector,slow_follower_120ms,mixed,12.029,1.0000
leader-vector,slow_follower_120ms,mixed,12.282,1.0000
leader-vector,slow_follower_120ms,mixed,12.536,1.0000
leader-vector,slow_follower_120ms,mixed,12.788,1.0000
leader-vector,fail_slow_burst,read_heavy,0.204,1.0000
leader-vector,fail_slow_burst,read_heavy,0.532,1.0000
leader-vector,fail_slow_burst,read_heavy,0.547,1.0000
leader-vector,fail_slow_burst,write_heavy,0.342,1.0000
leader-vector,fail_slow_burst,write_heavy,0.694,1.0000
leader-vector,fail_slow_burst,write_heavy,1.009,1.0000
leader-vector,fail_slow_burst,write_heavy,1.360,1.0000
leader-vector,fail_slow_burst,write_heavy,1.708,1.0000
leader-vector,fail_slow_burst,write_heavy,2.018,1.0000
leader-vector,fail_slow_burst,write_heavy,2.217,1.0000
leader-vector,fail_slow_burst,mixed,0.316,1.0000
leader-vector,fail_slow_burst,mixed,0.537,1.0000
leader-vector,fail_slow_burst,mixed,0.849,1.0000
leader-vector,fail_slow_burst,mixed,1.050,1.0000
leader-vector,fail_slow_burst,mixed,1.361,1.0000
leader-vector,fail_slow_burst,mixed,1.707,1.0000
leader-vector,fail_slow_burst,mixed,2.060,1.0000
leader-vector,correlated_slow_120ms,read_heavy,0.259,1.0000
leader-vector,correlated_slow_120ms,read_heavy,0.516,1.0000
leader-vector,correlated_slow_120ms,read_heavy,0.779,1.0000
leader-vector,correlated_slow_120ms,read_heavy,1.035,1.0000
leader-vector,correlated_slow_120ms,read_heavy,1.289,1.0000
leader-vector,correlated_slow_120ms,read_heavy,1.544,1.0000
leader-vector,correlated_slow_120ms,read_heavy,1.800,1.0000
leader-vector,correlated_slow_120ms,read_heavy,2.063,1.0000
leader-vector,correlated_slow_120ms,read_heavy,2.319,1.0000
leader-vector,correlated_slow_120ms,read_heavy,2.584,1.0000
leader-vector,correlated_slow_120ms,read_heavy,2.845,1.0000
leader-vector,correlated_slow_120ms,read_heavy,3.109,1.0000
