mode,scenario,workload,latency_ms
leader-lamport,baseline,read_heavy,7.0515
leader-lamport,baseline,read_heavy,18.0003
leader-lamport,baseline,read_heavy,12.8502
leader-lamport,baseline,read_heavy,3.5651
leader-lamport,baseline,read_heavy,2.9333
leader-lamport,baseline,read_heavy,0.5986
leader-lamport,baseline,read_heavy,2.7783
leader-lamport,baseline,read_heavy,2.9994
leader-lamport,baseline,read_heavy,4.3484
leader-lamport,baseline,read_heavy,1.0358
leader-lamport,baseline,read_heavy,1.0704
leader-lamport,baseline,read_heavy,0.5334
leader-lamport,baseline,read_heavy,0.4899
leader-lamport,baseline,read_heavy,0.5437
leader-lamport,baseline,read_heavy,0.9555
leader-lamport,baseline,read_heavy,1.0026
leader-lamport,baseline,read_heavy,2.2865
leader-lamport,baseline,read_heavy,0.5147
leader-lamport,baseline,read_heavy,5.0858
leader-lamport,baseline,read_heavy,1.5631
leader-lamport,baseline,read_heavy,0.6326
leader-lamport,baseline,read_heavy,2.1569
leader-lamport,baseline,read_heavy,1.1176
leader-lamport,baseline,read_heavy,3.5186
leader-lamport,baseline,read_heavy,0.7395
leader-lamport,baseline,read_heavy,0.8281
leader-lamport,baseline,read_heavy,2.6067
leader-lamport,baseline,read_heavy,4.0533
leader-lamport,baseline,read_heavy,13.0199
leader-lamport,baseline,read_heavy,2.3992
leader-lamport,baseline,read_heavy,1.2593
leader-lamport,baseline,read_heavy,1.0088
leader-lamport,baseline,read_heavy,7.4795
leader-lamport,baseline,read_heavy,0.8481
leader-lamport,baseline,read_heavy,1.0928
leader-lamport,baseline,read_heavy,0.3589
leader-lamport,baseline,read_heavy,2.1624
leader-lamport,baseline,read_heavy,0.7851
leader-lamport,baseline,read_heavy,1.6942
leader-lamport,baseline,read_heavy,2.3725
leader-lamport,baseline,read_heavy,2.1194
leader-lamport,baseline,read_heavy,2.5050
leader-lamport,baseline,read_heavy,1.2946
leader-lamport,baseline,read_heavy,0.9865
leader-lamport,baseline,read_heavy,3.9071
leader-lamport,baseline,read_heavy,3.3766
leader-lamport,baseline,read_heavy,0.3270
leader-lamport,baseline,read_heavy,2.2119
leader-lamport,baseline,read_heavy,5.4360
leader-lamport,baseline,read_heavy,15.9132
leader-lamport,baseline,read_heavy,49.9614
leader-lamport,baseline,read_heavy,12.1005
leader-lamport,baseline,read_heavy,0.8502
leader-lamport,baseline,read_heavy,7.7467
leader-lamport,baseline,read_heavy,1.2787
leader-lamport,baseline,read_heavy,1.7329
leader-lamport,baseline,read_heavy,0.7397
leader-lamport,baseline,read_heavy,1.9153
leader-lamport,baseline,read_heavy,26.4050
leader-lamport,baseline,read_heavy,30.6436
leader-lamport,baseline,read_heavy,13.9307
leader-lamport,baseline,read_heavy,2.2182
leader-lamport,baseline,read_heavy,1.9673
leader-lamport,baseline,read_heavy,3.6562
leader-lamport,baseline,read_heavy,22.5526
leader-lamport,baseline,read_heavy,3.6956
leader-lamport,baseline,read_heavy,2.1420
leader-lamport,baseline,read_heavy,0.7962
leader-lamport,baseline,read_heavy,2.4426
leader-lamport,baseline,read_heavy,3.5431
leader-lamport,baseline,read_heavy,19.9878
leader-lamport,baseline,read_heavy,25.6964
leader-lamport,baseline,read_heavy,3.8126
leader-lamport,baseline,read_heavy,3.8882
leader-lamport,baseline,read_heavy,1.0199
leader-lamport,baseline,read_heavy,2.2494
leader-lamport,baseline,read_heavy,4.4061
leader-lamport,baseline,read_heavy,5.9390
leader-lamport,baseline,read_heavy,11.9980
leader-lamport,baseline,read_heavy,4.3151
leader-lamport,baseline,read_heavy,8.5986
leader-lamport,baseline,read_heavy,1.8935
leader-lamport,baseline,read_heavy,0.7918
leader-lamport,baseline,read_heavy,1.2812
leader-lamport,baseline,read_heavy,2.8575
leader-lamport,baseline,read_heavy,1.6601
leader-lamport,baseline,read_heavy,0.9170
leader-lamport,baseline,read_heavy,6.9739
leader-lamport,baseline,read_heavy,0.9268
leader-lamport,baseline,read_heavy,1.2151
leader-lamport,baseline,read_heavy,0.8115
leader-lamport,baseline,read_heavy,1.4183
leader-lamport,baseline,read_heavy,2.8128
leader-lamport,baseline,read_heavy,0.8511
leader-lamport,baseline,read_heavy,1.1313
leader-lamport,baseline,read_heavy,0.7999
leader-lamport,baseline,read_heavy,0.6441
leader-lamport,baseline,read_heavy,0.8603
leader-lamport,baseline,read_heavy,2.0135
leader-lamport,baseline,read_heavy,2.3624
leader-lamport,baseline,read_heavy,7.4072
leader-lamport,baseline,read_heavy,3.3479
leader-lamport,baseline,read_heavy,0.8147
leader-lamport,baseline,read_heavy,0.7583
leader-lamport,baseline,read_heavy,0.8786
leader-lamport,baseline,read_heavy,4.1659
leader-lamport,baseline,read_heavy,25.8578
leader-lamport,baseline,read_heavy,10.5103
leader-lamport,baseline,read_heavy,3.1900
leader-lamport,baseline,read_heavy,15.2590
leader-lamport,baseline,read_heavy,5.8236
leader-lamport,baseline,read_heavy,12.2194
leader-lamport,baseline,read_heavy,1.5069
leader-lamport,baseline,read_heavy,0.8792
leader-lamport,baseline,read_heavy,0.9724
leader-lamport,baseline,read_heavy,1.0340
leader-lamport,baseline,read_heavy,2.1495
leader-lamport,baseline,read_heavy,3.4685
leader-lamport,baseline,read_heavy,1.2413
leader-lamport,baseline,read_heavy,0.4689
leader-lamport,baseline,read_heavy,0.5871
leader-lamport,baseline,read_heavy,0.5927
leader-lamport,baseline,read_heavy,0.4738
leader-lamport,baseline,read_heavy,0.4047
leader-lamport,baseline,read_heavy,0.7860
leader-lamport,baseline,read_heavy,0.5858
leader-lamport,baseline,read_heavy,1.0047
leader-lamport,baseline,read_heavy,0.8116
leader-lamport,baseline,read_heavy,2.6378
leader-lamport,baseline,read_heavy,1.4667
leader-lamport,baseline,read_heavy,6.6790
leader-lamport,baseline,read_heavy,1.6990
leader-lamport,baseline,read_heavy,3.2354
leader-lamport,baseline,read_heavy,12.4975
leader-lamport,baseline,read_heavy,0.4876
leader-lamport,baseline,read_heavy,0.8903
leader-lamport,baseline,read_heavy,1.2382
leader-lamport,baseline,read_heavy,2.8342
leader-lamport,baseline,read_heavy,1.8543
leader-lamport,baseline,read_heavy,5.0805
leader-lamport,baseline,read_heavy,2.4883
leader-lamport,baseline,read_heavy,1.0858
leader-lamport,baseline,read_heavy,7.3054
leader-lamport,baseline,read_heavy,0.9977
leader-lamport,baseline,read_heavy,0.6226
leader-lamport,baseline,read_heavy,0.5191
leader-lamport,baseline,read_heavy,2.7372
leader-lamport,baseline,read_heavy,0.9899
leader-lamport,baseline,read_heavy,3.6412
leader-lamport,baseline,read_heavy,0.7429
leader-lamport,baseline,write_heavy,0.7216
leader-lamport,baseline,write_heavy,2.6910
leader-lamport,baseline,write_heavy,3.2960
leader-lamport,baseline,write_heavy,1.6623
leader-lamport,baseline,write_heavy,6.7603
leader-lamport,baseline,write_heavy,2.4866
leader-lamport,baseline,write_heavy,2.7798
leader-lamport,baseline,write_heavy,2.8036
leader-lamport,baseline,write_heavy,2.7367
leader-lamport,baseline,write_heavy,1.4124
leader-lamport,baseline,write_heavy,0.3670
leader-lamport,baseline,write_heavy,5.0559
leader-lamport,baseline,write_heavy,1.8208
leader-lamport,baseline,write_heavy,6.3877
leader-lamport,baseline,write_heavy,1.8120
leader-lamport,baseline,write_heavy,0.6495
leader-lamport,baseline,write_heavy,3.8331
leader-lamport,baseline,write_heavy,5.3277
leader-lamport,baseline,write_heavy,2.3112
leader-lamport,baseline,write_heavy,1.6755
leader-lamport,baseline,write_heavy,0.4194
leader-lamport,baseline,write_heavy,1.3522
leader-lamport,baseline,write_heavy,0.3411
leader-lamport,baseline,write_heavy,0.9959
leader-lamport,baseline,write_heavy,0.7425
leader-lamport,baseline,write_heavy,0.7739
leader-lamport,baseline,write_heavy,2.9750
leader-lamport,baseline,write_heavy,0.3387
leader-lamport,baseline,write_heavy,0.8527
leader-lamport,baseline,write_heavy,0.2792
leader-lamport,baseline,write_heavy,0.8212
leader-lamport,baseline,write_heavy,0.7327
leader-lamport,baseline,write_heavy,0.7850
leader-lamport,baseline,write_heavy,0.8184
leader-lamport,baseline,write_heavy,0.8930
leader-lamport,baseline,write_heavy,0.8098
leader-lamport,baseline,write_heavy,0.8946
leader-lamport,baseline,write_heavy,0.8474
leader-lamport,baseline,write_heavy,0.8854
leader-lamport,baseline,write_heavy,0.3554
leader-lamport,baseline,write_heavy,0.5987
leader-lamport,baseline,write_heavy,0.4700
leader-lamport,baseline,write_heavy,4.8733
leader-lamport,baseline,write_heavy,0.7436
leader-lamport,baseline,write_heavy,1.0130
leader-lamport,baseline,write_heavy,0.9657
leader-lamport,baseline,write_heavy,0.2763
leader-lamport,baseline,write_heavy,1.2219
leader-lamport,baseline,write_heavy,1.0662
leader-lamport,baseline,write_heavy,0.9242
leader-lamport,baseline,write_heavy,1.0379
leader-lamport,baseline,write_heavy,3.3480
leader-lamport,baseline,write_heavy,2.4848
leader-lamport,baseline,write_heavy,1.2688
leader-lamport,baseline,write_heavy,3.3326
leader-lamport,baseline,write_heavy,1.9272
leader-lamport,baseline,write_heavy,1.7463
leader-lamport,baseline,write_heavy,0.8172
leader-lamport,baseline,write_heavy,0.2499
leader-lamport,baseline,write_heavy,0.2738
leader-lamport,baseline,write_heavy,3.8532
leader-lamport,baseline,write_heavy,0.4956
leader-lamport,baseline,write_heavy,0.3417
leader-lamport,baseline,write_heavy,0.9145
leader-lamport,baseline,write_heavy,0.8859
leader-lamport,baseline,write_heavy,1.0640
leader-lamport,baseline,write_heavy,1.1084
leader-lamport,baseline,write_heavy,1.7739
leader-lamport,baseline,write_heavy,1.2048
leader-lamport,baseline,write_heavy,0.8234
leader-lamport,baseline,write_heavy,0.2765
leader-lamport,baseline,write_heavy,0.9248
leader-lamport,baseline,write_heavy,2.3558
leader-lamport,baseline,write_heavy,1.4181
leader-lamport,baseline,write_heavy,0.5594
leader-lamport,baseline,write_heavy,1.1834
leader-lamport,baseline,write_heavy,1.2623
leader-lamport,baseline,write_heavy,1.0831
leader-lamport,baseline,write_heavy,1.2385
leader-lamport,baseline,write_heavy,1.0834
leader-lamport,baseline,write_heavy,0.7875
leader-lamport,baseline,write_heavy,0.9021
leader-lamport,baseline,write_heavy,4.4054
leader-lamport,baseline,write_heavy,0.3842
leader-lamport,baseline,write_heavy,0.3514
leader-lamport,baseline,write_heavy,0.7663
leader-lamport,baseline,write_heavy,0.8197
leader-lamport,baseline,write_heavy,0.7573
leader-lamport,baseline,write_heavy,0.7276
leader-lamport,baseline,write_heavy,0.2840
leader-lamport,baseline,write_heavy,0.8579
leader-lamport,baseline,write_heavy,0.9159
leader-lamport,baseline,write_heavy,0.9344
leader-lamport,baseline,write_heavy,0.7255
leader-lamport,baseline,write_heavy,0.8112
leader-lamport,baseline,write_heavy,1.0167
leader-lamport,baseline,write_heavy,0.2935
leader-lamport,baseline,write_heavy,4.4927
leader-lamport,baseline,write_heavy,1.6505
leader-lamport,baseline,write_heavy,1.4262
leader-lamport,baseline,write_heavy,1.5223
leader-lamport,baseline,write_heavy,1.5122
leader-lamport,baseline,write_heavy,2.3170
leader-lamport,baseline,write_heavy,3.5594
leader-lamport,baseline,write_heavy,1.1038
leader-lamport,baseline,write_heavy,1.7932
leader-lamport,baseline,write_heavy,2.7249
leader-lamport,baseline,write_heavy,1.1783
leader-lamport,baseline,write_heavy,0.2222
leader-lamport,baseline,write_heavy,0.6733
leader-lamport,baseline,write_heavy,0.6606
leader-lamport,baseline,write_heavy,0.8926
leader-lamport,baseline,write_heavy,1.0139
leader-lamport,baseline,write_heavy,4.6751
leader-lamport,baseline,write_heavy,1.0929
leader-lamport,baseline,write_heavy,1.5177
leader-lamport,baseline,write_heavy,2.3590
leader-lamport,baseline,write_heavy,1.3150
leader-lamport,baseline,write_heavy,0.6612
leader-lamport,baseline,write_heavy,0.7370
leader-lamport,baseline,write_heavy,0.2140
leader-lamport,baseline,write_heavy,2.7892
leader-lamport,baseline,write_heavy,1.0000
leader-lamport,baseline,write_heavy,0.9061
leader-lamport,baseline,write_heavy,0.8393
leader-lamport,baseline,write_heavy,0.2236
leader-lamport,baseline,write_heavy,0.9413
leader-lamport,baseline,write_heavy,2.3053
leader-lamport,baseline,write_heavy,2.2814
leader-lamport,baseline,write_heavy,5.0028
leader-lamport,baseline,write_heavy,1.6980
leader-lamport,baseline,write_heavy,0.9630
leader-lamport,baseline,write_heavy,0.2075
leader-lamport,baseline,write_heavy,0.6369
leader-lamport,baseline,write_heavy,0.8130
leader-lamport,baseline,write_heavy,0.6764
leader-lamport,baseline,write_heavy,0.8320
leader-lamport,baseline,write_heavy,0.2314
leader-lamport,baseline,write_heavy,0.8564
leader-lamport,baseline,write_heavy,0.9398
leader-lamport,baseline,write_heavy,0.8901
leader-lamport,baseline,write_heavy,1.0501
leader-lamport,baseline,write_heavy,0.7985
leader-lamport,baseline,write_heavy,4.1688
leader-lamport,baseline,write_heavy,1.1130
leader-lamport,baseline,write_heavy,1.3960
leader-lamport,baseline,write_heavy,1.2074
leader-lamport,baseline,write_heavy,1.4970
leader-lamport,baseline,write_heavy,1.6393
leader-lamport,baseline,write_heavy,4.2882
leader-lamport,baseline,mixed,5.3097
leader-lamport,baseline,mixed,28.3158
leader-lamport,baseline,mixed,11.6160
leader-lamport,baseline,mixed,1.7221
leader-lamport,baseline,mixed,42.1732
leader-lamport,baseline,mixed,0.5827
leader-lamport,baseline,mixed,12.8966
leader-lamport,baseline,mixed,11.3078
leader-lamport,baseline,mixed,3.2802
leader-lamport,baseline,mixed,12.5423
leader-lamport,baseline,mixed,6.2550
leader-lamport,baseline,mixed,3.3362
leader-lamport,baseline,mixed,0.8056
leader-lamport,baseline,mixed,0.5675
leader-lamport,baseline,mixed,0.3020
leader-lamport,baseline,mixed,0.3720
leader-lamport,baseline,mixed,1.1734
leader-lamport,baseline,mixed,2.4373
leader-lamport,baseline,mixed,5.9586
leader-lamport,baseline,mixed,1.3848
leader-lamport,baseline,mixed,1.3185
leader-lamport,baseline,mixed,1.4867
leader-lamport,baseline,mixed,0.3421
leader-lamport,baseline,mixed,3.3905
leader-lamport,baseline,mixed,0.4842
leader-lamport,baseline,mixed,0.3378
leader-lamport,baseline,mixed,1.2783
leader-lamport,baseline,mixed,0.4148
leader-lamport,baseline,mixed,1.4847
leader-lamport,baseline,mixed,0.7853
leader-lamport,baseline,mixed,18.3752
leader-lamport,baseline,mixed,23.9963
leader-lamport,baseline,mixed,3.4190
leader-lamport,baseline,mixed,9.6603
leader-lamport,baseline,mixed,0.9287
leader-lamport,baseline,mixed,4.1054
leader-lamport,baseline,mixed,2.9338
leader-lamport,baseline,mixed,2.7789
leader-lamport,baseline,mixed,7.5670
leader-lamport,baseline,mixed,0.9148
leader-lamport,baseline,mixed,0.6735
leader-lamport,baseline,mixed,0.6855
leader-lamport,baseline,mixed,0.6610
leader-lamport,baseline,mixed,1.6453
leader-lamport,baseline,mixed,4.5115
leader-lamport,baseline,mixed,5.7196
leader-lamport,baseline,mixed,0.6080
leader-lamport,baseline,mixed,2.0735
leader-lamport,baseline,mixed,1.9890
leader-lamport,baseline,mixed,3.7063
leader-lamport,baseline,mixed,3.3585
leader-lamport,baseline,mixed,2.1444
leader-lamport,baseline,mixed,0.4204
leader-lamport,baseline,mixed,3.6468
leader-lamport,baseline,mixed,0.8912
leader-lamport,baseline,mixed,1.6259
leader-lamport,baseline,mixed,0.3250
leader-lamport,baseline,mixed,2.4098
leader-lamport,baseline,mixed,0.3152
leader-lamport,baseline,mixed,1.3593
leader-lamport,baseline,mixed,2.3400
leader-lamport,baseline,mixed,0.3993
leader-lamport,baseline,mixed,0.3590
leader-lamport,baseline,mixed,0.5463
leader-lamport,baseline,mixed,2.5243
leader-lamport,baseline,mixed,3.0278
leader-lamport,baseline,mixed,1.5317
leader-lamport,baseline,mixed,2.8768
leader-lamport,baseline,mixed,2.4302
leader-lamport,baseline,mixed,2.1172
leader-lamport,baseline,mixed,0.7558
leader-lamport,baseline,mixed,0.5274
leader-lamport,baseline,mixed,1.5728
leader-lamport,baseline,mixed,1.2432
leader-lamport,baseline,mixed,4.1425
leader-lamport,baseline,mixed,3.0701
leader-lamport,baseline,mixed,2.0018
leader-lamport,baseline,mixed,3.0882
leader-lamport,baseline,mixed,4.7500
leader-lamport,baseline,mixed,1.2612
leader-lamport,baseline,mixed,0.9671
leader-lamport,baseline,mixed,0.6170
leader-lamport,baseline,mixed,2.7557
leader-lamport,baseline,mixed,0.9175
leader-lamport,baseline,mixed,1.5095
leader-lamport,baseline,mixed,6.1439
leader-lamport,baseline,mixed,0.6326
leader-lamport,baseline,mixed,2.8747
leader-lamport,baseline,mixed,4.4179
leader-lamport,baseline,mixed,1.3235
leader-lamport,baseline,mixed,5.8408
leader-lamport,baseline,mixed,0.9311
leader-lamport,baseline,mixed,1.9290
leader-lamport,baseline,mixed,2.4953
leader-lamport,baseline,mixed,5.6785
leader-lamport,baseline,mixed,18.2944
leader-lamport,baseline,mixed,0.8438
leader-lamport,baseline,mixed,2.1513
leader-lamport,baseline,mixed,2.0046
leader-lamport,baseline,mixed,4.4620
leader-lamport,baseline,mixed,1.6767
leader-lamport,baseline,mixed,1.8423
leader-lamport,baseline,mixed,0.6795
leader-lamport,baseline,mixed,2.8119
leader-lamport,baseline,mixed,1.3409
leader-lamport,baseline,mixed,1.5054
leader-lamport,baseline,mixed,7.6789
leader-lamport,baseline,mixed,2.1786
leader-lamport,baseline,mixed,0.5880
leader-lamport,baseline,mixed,1.9387
leader-lamport,baseline,mixed,11.1430
leader-lamport,baseline,mixed,1.5657
leader-lamport,baseline,mixed,0.7229
leader-lamport,baseline,mixed,2.5896
leader-lamport,baseline,mixed,2.4873
leader-lamport,baseline,mixed,2.7125
leader-lamport,baseline,mixed,2.3744
leader-lamport,baseline,mixed,16.4762
leader-lamport,baseline,mixed,92.5018
leader-lamport,baseline,mixed,6.5724
leader-lamport,baseline,mixed,1.2663
leader-lamport,baseline,mixed,5.2502
leader-lamport,baseline,mixed,22.7326
leader-lamport,baseline,mixed,9.4824
leader-lamport,baseline,mixed,1.8927
leader-lamport,baseline,mixed,0.7143
leader-lamport,baseline,mixed,2.9000
leader-lamport,baseline,mixed,5.5363
leader-lamport,baseline,mixed,0.9367
leader-lamport,baseline,mixed,0.9688
leader-lamport,baseline,mixed,2.3775
leader-lamport,baseline,mixed,2.4257
leader-lamport,baseline,mixed,0.3335
leader-lamport,baseline,mixed,2.0880
leader-lamport,baseline,mixed,1.4472
leader-lamport,baseline,mixed,5.9244
leader-lamport,baseline,mixed,0.9797
leader-lamport,baseline,mixed,1.2692
leader-lamport,baseline,mixed,0.4889
leader-lamport,baseline,mixed,6.4703
leader-lamport,baseline,mixed,1.0640
leader-lamport,baseline,mixed,1.9436
leader-lamport,baseline,mixed,3.8107
leader-lamport,baseline,mixed,3.3179
leader-lamport,baseline,mixed,1.2245
leader-lamport,baseline,mixed,0.9098
leader-lamport,baseline,mixed,2.7867
leader-lamport,baseline,mixed,0.8839
leader-lamport,baseline,mixed,1.5169
leader-lamport,baseline,mixed,4.9754
leader-lamport,baseline,mixed,3.3067
leader-lamport,baseline,mixed,1.6131
leader-lamport,baseline,mixed,3.0638
leader-lamport,baseline,mixed,3.0908
leader-lamport,baseline,mixed,2.4243
leader-lamport,baseline,mixed,4.1976
leader-lamport,baseline,mixed,2.2402
leader-lamport,baseline,mixed,3.4353
leader-lamport,baseline,mixed,1.7329
leader-lamport,baseline,mixed,3.8179
leader-lamport,baseline,mixed,3.7515
leader-lamport,baseline,mixed,0.7913
leader-lamport,baseline,mixed,0.5878
leader-lamport,baseline,mixed,0.5627
leader-lamport,baseline,mixed,0.3660
leader-lamport,baseline,mixed,0.3739
leader-lamport,baseline,mixed,1.0945
leader-lamport,baseline,mixed,2.5676
leader-lamport,baseline,mixed,6.5595
leader-lamport,baseline,mixed,0.6784
leader-lamport,baseline,mixed,0.5672
leader-lamport,baseline,mixed,5.0524
leader-lamport,baseline,mixed,1.9390
leader-lamport,baseline,mixed,0.2546
leader-lamport,baseline,mixed,0.9371
leader-lamport,baseline,mixed,1.9880
leader-lamport,baseline,mixed,2.4222
leader-lamport,baseline,mixed,0.5003
leader-lamport,baseline,mixed,0.5074
leader-lamport,baseline,mixed,4.4407
leader-lamport,slow_follower_120ms,read_heavy,0.9546
leader-lamport,slow_follower_120ms,read_heavy,0.6595
leader-lamport,slow_follower_120ms,read_heavy,128.8127
leader-lamport,slow_follower_120ms,read_heavy,0.5128
leader-lamport,slow_follower_120ms,read_heavy,0.4219
leader-lamport,slow_follower_120ms,read_heavy,0.3802
leader-lamport,slow_follower_120ms,read_heavy,124.6805
leader-lamport,slow_follower_120ms,read_heavy,127.7311
leader-lamport,slow_follower_120ms,read_heavy,123.2219
leader-lamport,slow_follower_120ms,read_heavy,0.7200
leader-lamport,slow_follower_120ms,read_heavy,0.9308
leader-lamport,slow_follower_120ms,read_heavy,1.4374
leader-lamport,slow_follower_120ms,read_heavy,0.7488
leader-lamport,slow_follower_120ms,read_heavy,0.3401
leader-lamport,slow_follower_120ms,read_heavy,0.6050
leader-lamport,slow_follower_120ms,read_heavy,0.5129
leader-lamport,slow_follower_120ms,read_heavy,125.4796
leader-lamport,slow_follower_120ms,read_heavy,2.3343
leader-lamport,slow_follower_120ms,read_heavy,131.4632
leader-lamport,slow_follower_120ms,read_heavy,0.6494
leader-lamport,slow_follower_120ms,read_heavy,0.3183
leader-lamport,slow_follower_120ms,read_heavy,124.4970
leader-lamport,slow_follower_120ms,read_heavy,1.0657
leader-lamport,slow_follower_120ms,read_heavy,125.3545
leader-lamport,slow_follower_120ms,read_heavy,0.5413
leader-lamport,slow_follower_120ms,read_heavy,0.6565
leader-lamport,slow_follower_120ms,read_heavy,0.4985
leader-lamport,slow_follower_120ms,read_heavy,0.4655
leader-lamport,slow_follower_120ms,read_heavy,125.4574
leader-lamport,slow_follower_120ms,read_heavy,1.4225
leader-lamport,slow_follower_120ms,read_heavy,4.9390
leader-lamport,slow_follower_120ms,read_heavy,0.5571
leader-lamport,slow_follower_120ms,read_heavy,128.6314
leader-lamport,slow_follower_120ms,read_heavy,0.6364
leader-lamport,slow_follower_120ms,read_heavy,0.3058
leader-lamport,slow_follower_120ms,read_heavy,0.2403
leader-lamport,slow_follower_120ms,read_heavy,126.0011
leader-lamport,slow_follower_120ms,read_heavy,0.4668
leader-lamport,slow_follower_120ms,read_heavy,124.1824
leader-lamport,slow_follower_120ms,read_heavy,0.6281
leader-lamport,slow_follower_120ms,read_heavy,0.2840
leader-lamport,slow_follower_120ms,read_heavy,0.2408
leader-lamport,slow_follower_120ms,read_heavy,0.2500
leader-lamport,slow_follower_120ms,read_heavy,0.2299
leader-lamport,slow_follower_120ms,read_heavy,123.9423
leader-lamport,slow_follower_120ms,read_heavy,123.5679
leader-lamport,slow_follower_120ms,read_heavy,0.9108
leader-lamport,slow_follower_120ms,read_heavy,0.4324
leader-lamport,slow_follower_120ms,read_heavy,0.5540
leader-lamport,slow_follower_120ms,read_heavy,0.3384
leader-lamport,slow_follower_120ms,read_heavy,0.4516
leader-lamport,slow_follower_120ms,read_heavy,133.0838
leader-lamport,slow_follower_120ms,read_heavy,0.7944
leader-lamport,slow_follower_120ms,read_heavy,0.4907
leader-lamport,slow_follower_120ms,read_heavy,0.3041
leader-lamport,slow_follower_120ms,read_heavy,124.6318
leader-lamport,slow_follower_120ms,read_heavy,0.4607
leader-lamport,slow_follower_120ms,read_heavy,0.2650
leader-lamport,slow_follower_120ms,read_heavy,0.2872
leader-lamport,slow_follower_120ms,read_heavy,0.2612
leader-lamport,slow_follower_120ms,read_heavy,126.5051
leader-lamport,slow_follower_120ms,read_heavy,0.7285
leader-lamport,slow_follower_120ms,read_heavy,0.3605
leader-lamport,slow_follower_120ms,read_heavy,0.4348
leader-lamport,slow_follower_120ms,read_heavy,125.5711
leader-lamport,slow_follower_120ms,read_heavy,0.8133
leader-lamport,slow_follower_120ms,read_heavy,0.4140
leader-lamport,slow_follower_120ms,read_heavy,0.3090
leader-lamport,slow_follower_120ms,read_heavy,126.5819
leader-lamport,slow_follower_120ms,read_heavy,0.6013
leader-lamport,slow_follower_120ms,read_heavy,0.4366
leader-lamport,slow_follower_120ms,read_heavy,0.4500
leader-lamport,slow_follower_120ms,read_heavy,0.4225
leader-lamport,slow_follower_120ms,read_heavy,0.3614
leader-lamport,slow_follower_120ms,read_heavy,1.1434
leader-lamport,slow_follower_120ms,read_heavy,0.9164
leader-lamport,slow_follower_120ms,read_heavy,0.6089
leader-lamport,slow_follower_120ms,read_heavy,123.9021
leader-lamport,slow_follower_120ms,read_heavy,122.3230
leader-lamport,slow_follower_120ms,read_heavy,0.3376
leader-lamport,slow_follower_120ms,read_heavy,0.2244
leader-lamport,slow_follower_120ms,read_heavy,0.2127
leader-lamport,slow_follower_120ms,read_heavy,0.1930
leader-lamport,slow_follower_120ms,read_heavy,0.2479
leader-lamport,slow_follower_120ms,read_heavy,0.3060
leader-lamport,slow_follower_120ms,read_heavy,0.5112
leader-lamport,slow_follower_120ms,read_heavy,1.0178
leader-lamport,slow_follower_120ms,read_heavy,127.6781
leader-lamport,slow_follower_120ms,read_heavy,0.5719
leader-lamport,slow_follower_120ms,read_heavy,0.3799
leader-lamport,slow_follower_120ms,read_heavy,0.2338
leader-lamport,slow_follower_120ms,read_heavy,0.2057
leader-lamport,slow_follower_120ms,read_heavy,127.6148
leader-lamport,slow_follower_120ms,read_heavy,0.9919
leader-lamport,slow_follower_120ms,read_heavy,0.6599
leader-lamport,slow_follower_120ms,read_heavy,0.3355
leader-lamport,slow_follower_120ms,read_heavy,0.3382
leader-lamport,slow_follower_120ms,read_heavy,0.3196
leader-lamport,slow_follower_120ms,read_heavy,0.3542
leader-lamport,slow_follower_120ms,read_heavy,0.3290
leader-lamport,slow_follower_120ms,read_heavy,0.3704
leader-lamport,slow_follower_120ms,read_heavy,0.5483
leader-lamport,slow_follower_120ms,read_heavy,0.9879
leader-lamport,slow_follower_120ms,read_heavy,0.3000
leader-lamport,slow_follower_120ms,read_heavy,0.2785
leader-lamport,slow_follower_120ms,read_heavy,0.2788
leader-lamport,slow_follower_120ms,read_heavy,132.3168
leader-lamport,slow_follower_120ms,read_heavy,1.4706
leader-lamport,slow_follower_120ms,read_heavy,1.8255
leader-lamport,slow_follower_120ms,read_heavy,124.5917
leader-lamport,slow_follower_120ms,read_heavy,128.8195
leader-lamport,slow_follower_120ms,read_heavy,0.5093
leader-lamport,slow_follower_120ms,read_heavy,0.6862
leader-lamport,slow_follower_120ms,read_heavy,0.5262
leader-lamport,slow_follower_120ms,read_heavy,0.7745
leader-lamport,slow_follower_120ms,read_heavy,0.8153
leader-lamport,slow_follower_120ms,read_heavy,2.0472
leader-lamport,slow_follower_120ms,read_heavy,0.5441
leader-lamport,slow_follower_120ms,read_heavy,0.3510
leader-lamport,slow_follower_120ms,read_heavy,0.8702
leader-lamport,slow_follower_120ms,read_heavy,1.1240
leader-lamport,slow_follower_120ms,read_heavy,0.8672
leader-lamport,slow_follower_120ms,read_heavy,0.7868
leader-lamport,slow_follower_120ms,read_heavy,0.5143
leader-lamport,slow_follower_120ms,read_heavy,0.6269
leader-lamport,slow_follower_120ms,read_heavy,0.8216
leader-lamport,slow_follower_120ms,read_heavy,0.8635
leader-lamport,slow_follower_120ms,read_heavy,4.6270
leader-lamport,slow_follower_120ms,read_heavy,1.1906
leader-lamport,slow_follower_120ms,read_heavy,0.5010
leader-lamport,slow_follower_120ms,read_heavy,0.5568
leader-lamport,slow_follower_120ms,read_heavy,1.1356
leader-lamport,slow_follower_120ms,read_heavy,1.3071
leader-lamport,slow_follower_120ms,read_heavy,126.7320
leader-lamport,slow_follower_120ms,read_heavy,0.5145
