mode,scenario,workload,latency_ms
quorum-w2r2,background_repair_traffic,write_heavy,0.6297
quorum-w2r2,background_repair_traffic,write_heavy,1.0393
quorum-w2r2,background_repair_traffic,write_heavy,1.5528
quorum-w2r2,background_repair_traffic,write_heavy,0.8061
quorum-w2r2,background_repair_traffic,write_heavy,0.6330
quorum-w2r2,background_repair_traffic,write_heavy,0.6250
quorum-w2r2,background_repair_traffic,write_heavy,0.6147
quorum-w2r2,background_repair_traffic,write_heavy,0.6062
quorum-w2r2,background_repair_traffic,write_heavy,0.6411
quorum-w2r2,background_repair_traffic,write_heavy,0.6223
quorum-w2r2,background_repair_traffic,write_heavy,0.5810
quorum-w2r2,background_repair_traffic,write_heavy,0.6375
quorum-w2r2,background_repair_traffic,write_heavy,0.6736
quorum-w2r2,background_repair_traffic,write_heavy,0.6346
quorum-w2r2,background_repair_traffic,write_heavy,0.6342
quorum-w2r2,background_repair_traffic,write_heavy,0.6386
quorum-w2r2,background_repair_traffic,write_heavy,0.5531
quorum-w2r2,background_repair_traffic,write_heavy,0.6133
quorum-w2r2,background_repair_traffic,write_heavy,0.6041
quorum-w2r2,background_repair_traffic,write_heavy,0.5841
quorum-w2r2,background_repair_traffic,write_heavy,0.5941
quorum-w2r2,background_repair_traffic,write_heavy,1.1147
quorum-w2r2,background_repair_traffic,write_heavy,0.7292
quorum-w2r2,background_repair_traffic,write_heavy,0.4835
quorum-w2r2,background_repair_traffic,write_heavy,0.6387
quorum-w2r2,background_repair_traffic,write_heavy,0.5221
quorum-w2r2,background_repair_traffic,write_heavy,0.6442
quorum-w2r2,background_repair_traffic,write_heavy,0.4873
quorum-w2r2,background_repair_traffic,write_heavy,0.6786
quorum-w2r2,background_repair_traffic,write_heavy,0.5950
quorum-w2r2,background_repair_traffic,write_heavy,0.5116
quorum-w2r2,background_repair_traffic,write_heavy,0.5242
quorum-w2r2,background_repair_traffic,write_heavy,0.6049
quorum-w2r2,background_repair_traffic,write_heavy,0.5663
quorum-w2r2,background_repair_traffic,write_heavy,0.5224
quorum-w2r2,background_repair_traffic,write_heavy,0.5547
quorum-w2r2,background_repair_traffic,write_heavy,0.5985
quorum-w2r2,background_repair_traffic,write_heavy,0.5740
quorum-w2r2,background_repair_traffic,write_heavy,0.5692
quorum-w2r2,background_repair_traffic,write_heavy,0.5114
quorum-w2r2,background_repair_traffic,write_heavy,0.6060
quorum-w2r2,background_repair_traffic,write_heavy,0.5742
quorum-w2r2,background_repair_traffic,write_heavy,0.5652
quorum-w2r2,background_repair_traffic,write_heavy,1.1720
quorum-w2r2,background_repair_traffic,write_heavy,0.6607
quorum-w2r2,background_repair_traffic,write_heavy,0.5907
quorum-w2r2,background_repair_traffic,write_heavy,0.6115
quorum-w2r2,background_repair_traffic,write_heavy,0.5225
quorum-w2r2,background_repair_traffic,write_heavy,0.5000
quorum-w2r2,background_repair_traffic,write_heavy,0.5916
quorum-w2r2,background_repair_traffic,write_heavy,0.5825
quorum-w2r2,background_repair_traffic,write_heavy,0.5581
quorum-w2r2,background_repair_traffic,write_heavy,0.5811
quorum-w2r2,background_repair_traffic,write_heavy,0.5420
quorum-w2r2,background_repair_traffic,write_heavy,0.5591
quorum-w2r2,background_repair_traffic,write_heavy,0.5467
quorum-w2r2,background_repair_traffic,write_heavy,0.4661
quorum-w2r2,background_repair_traffic,write_heavy,0.6470
quorum-w2r2,background_repair_traffic,write_heavy,0.5683
quorum-w2r2,background_repair_traffic,write_heavy,0.5909
quorum-w2r2,background_repair_traffic,write_heavy,0.6288
quorum-w2r2,background_repair_traffic,write_heavy,0.4855
quorum-w2r2,background_repair_traffic,write_heavy,0.7069
quorum-w2r2,background_repair_traffic,write_heavy,0.5636
quorum-w2r2,background_repair_traffic,write_heavy,0.4880
quorum-w2r2,background_repair_traffic,write_heavy,1.1402
quorum-w2r2,background_repair_traffic,write_heavy,0.8234
quorum-w2r2,background_repair_traffic,write_heavy,0.6204
quorum-w2r2,background_repair_traffic,write_heavy,0.6191
quorum-w2r2,background_repair_traffic,write_heavy,0.5203
quorum-w2r2,background_repair_traffic,write_heavy,0.6194
quorum-w2r2,background_repair_traffic,write_heavy,0.6070
quorum-w2r2,background_repair_traffic,write_heavy,0.5965
quorum-w2r2,background_repair_traffic,write_heavy,0.5357
quorum-w2r2,background_repair_traffic,write_heavy,0.5674
quorum-w2r2,background_repair_traffic,write_heavy,0.5395
quorum-w2r2,background_repair_traffic,write_heavy,0.5410
quorum-w2r2,background_repair_traffic,write_heavy,0.5101
quorum-w2r2,background_repair_traffic,write_heavy,0.6413
quorum-w2r2,background_repair_traffic,write_heavy,0.5603
quorum-w2r2,background_repair_traffic,mixed,0.6605
quorum-w2r2,background_repair_traffic,mixed,0.5767
quorum-w2r2,background_repair_traffic,mixed,0.4793
quorum-w2r2,background_repair_traffic,mixed,0.5814
quorum-w2r2,background_repair_traffic,mixed,0.5324
quorum-w2r2,background_repair_traffic,mixed,0.7061
quorum-w2r2,background_repair_traffic,mixed,0.4965
quorum-w2r2,background_repair_traffic,mixed,1.0789
quorum-w2r2,background_repair_traffic,mixed,0.6623
quorum-w2r2,background_repair_traffic,mixed,0.6451
quorum-w2r2,background_repair_traffic,mixed,0.6140
quorum-w2r2,background_repair_traffic,mixed,0.5991
quorum-w2r2,background_repair_traffic,mixed,0.6212
quorum-w2r2,background_repair_traffic,mixed,0.6146
quorum-w2r2,background_repair_traffic,mixed,0.5688
quorum-w2r2,background_repair_traffic,mixed,0.5240
quorum-w2r2,background_repair_traffic,mixed,0.5511
quorum-w2r2,background_repair_traffic,mixed,0.5967
quorum-w2r2,background_repair_traffic,mixed,0.5121
quorum-w2r2,background_repair_traffic,mixed,0.5939
quorum-w2r2,background_repair_traffic,mixed,0.5519
quorum-w2r2,background_repair_traffic,mixed,0.6044
quorum-w2r2,background_repair_traffic,mixed,0.6141
quorum-w2r2,background_repair_traffic,mixed,0.4737
quorum-w2r2,background_repair_traffic,mixed,0.6029
quorum-w2r2,background_repair_traffic,mixed,0.6335
quorum-w2r2,background_repair_traffic,mixed,0.4750
quorum-w2r2,background_repair_traffic,mixed,0.7865
quorum-w2r2,background_repair_traffic,mixed,0.8668
quorum-w2r2,background_repair_traffic,mixed,0.6237
quorum-w2r2,background_repair_traffic,mixed,0.4995
quorum-w2r2,background_repair_traffic,mixed,0.6460
quorum-w2r2,background_repair_traffic,mixed,0.5724
quorum-w2r2,background_repair_traffic,mixed,0.5243
quorum-w2r2,background_repair_traffic,mixed,0.5573
quorum-w2r2,background_repair_traffic,mixed,0.5141
quorum-w2r2,background_repair_traffic,mixed,0.5800
quorum-w2r2,background_repair_traffic,mixed,0.5476
quorum-w2r2,background_repair_traffic,mixed,0.6534
quorum-w2r2,background_repair_traffic,mixed,0.6664
quorum-w2r2,background_repair_traffic,mixed,0.6365
quorum-w2r2,background_repair_traffic,mixed,0.6020
quorum-w2r2,background_repair_traffic,mixed,0.6031
quorum-w2r2,background_repair_traffic,mixed,0.5504
quorum-w2r2,background_repair_traffic,mixed,0.6220
quorum-w2r2,background_repair_traffic,mixed,0.6131
quorum-w2r2,background_repair_traffic,mixed,0.5489
quorum-w2r2,background_repair_traffic,mixed,0.5965
quorum-w2r2,background_repair_traffic,mixed,0.6279
quorum-w2r2,background_repair_traffic,mixed,0.5101
quorum-w2r2,background_repair_traffic,mixed,0.8878
quorum-w2r2,background_repair_traffic,mixed,0.9264
quorum-w2r2,background_repair_traffic,mixed,0.7014
quorum-w2r2,background_repair_traffic,mixed,0.5362
quorum-w2r2,background_repair_traffic,mixed,0.5939
quorum-w2r2,background_repair_traffic,mixed,0.6166
quorum-w2r2,background_repair_traffic,mixed,0.6107
quorum-w2r2,background_repair_traffic,mixed,0.4840
quorum-w2r2,background_repair_traffic,mixed,0.5751
quorum-w2r2,background_repair_traffic,mixed,0.5735
quorum-w2r2,background_repair_traffic,mixed,0.5903
quorum-w2r2,background_repair_traffic,mixed,0.5965
quorum-w2r2,background_repair_traffic,mixed,0.5905
quorum-w2r2,background_repair_traffic,mixed,0.5790
quorum-w2r2,background_repair_traffic,mixed,0.5218
quorum-w2r2,background_repair_traffic,mixed,0.5661
quorum-w2r2,background_repair_traffic,mixed,0.5866
quorum-w2r2,background_repair_traffic,mixed,0.5966
quorum-w2r2,background_repair_traffic,mixed,0.5589
quorum-w2r2,background_repair_traffic,mixed,0.5861
quorum-w2r2,background_repair_traffic,mixed,0.5656
quorum-w2r2,background_repair_traffic,mixed,0.5795
quorum-w2r2,background_repair_traffic,mixed,0.7175
quorum-w2r2,background_repair_traffic,mixed,0.8932
quorum-w2r2,background_repair_traffic,mixed,0.7612
quorum-w2r2,background_repair_traffic,mixed,0.5538
quorum-w2r2,background_repair_traffic,mixed,0.6377
quorum-w2r2,background_repair_traffic,mixed,0.5438
quorum-w2r2,background_repair_traffic,mixed,0.6061
quorum-w2r2,background_repair_traffic,mixed,0.5973
quorum-w2r2,background_repair_traffic,mixed,0.5617
quorum-w2r2,background_repair_traffic,mixed,0.5642
quorum-w2r2,background_repair_traffic,mixed,0.5079
quorum-w2r2,background_repair_traffic,mixed,0.6270
quorum-w2r2,background_repair_traffic,mixed,0.5349
quorum-w2r2,background_repair_traffic,mixed,0.5262
quorum-w2r2,background_repair_traffic,mixed,0.7352
quorum-w2r2,background_repair_traffic,mixed,0.5826
quorum-w2r2,background_repair_traffic,mixed,0.5660
quorum-w2r2,background_repair_traffic,mixed,0.7312
quorum-w2r2,background_repair_traffic,mixed,0.7029
quorum-w2r2,background_repair_traffic,mixed,0.5944
quorum-w2r2,background_repair_traffic,mixed,0.5933
quorum-w2r2,background_repair_traffic,mixed,0.6893
quorum-w2r2,background_repair_traffic,mixed,1.0429
quorum-w2r2,background_repair_traffic,mixed,0.8205
quorum-w2r2,background_repair_traffic,mixed,0.5995
quorum-w2r2,background_repair_traffic,mixed,0.6196
quorum-w2r2,background_repair_traffic,mixed,0.5467
quorum-w2r2,background_repair_traffic,mixed,0.5430
quorum-w2r2,background_repair_traffic,mixed,0.5790
quorum-w2r2,background_repair_traffic,mixed,0.5843
quorum-w2r2,background_repair_traffic,mixed,0.6054
quorum-w2r2,background_repair_traffic,mixed,0.5255
quorum-w2r2,background_repair_traffic,mixed,0.6000
quorum-w2r2,background_repair_traffic,mixed,0.5738
quorum-w2r2,background_repair_traffic,mixed,0.5257
quorum-w2r2,background_repair_traffic,mixed,0.5102
quorum-w2r2,background_repair_traffic,mixed,0.6617
quorum-w2r2,background_repair_traffic,mixed,0.5212
quorum-w2r2,background_repair_traffic,mixed,0.5670
quorum-w2r2,background_repair_traffic,mixed,0.5708
quorum-w2r2,background_repair_traffic,mixed,0.5582
quorum-w2r2,background_repair_traffic,mixed,0.5570
quorum-w2r2,background_repair_traffic,mixed,0.7014
quorum-w2r2,background_repair_traffic,mixed,0.9837
quorum-w2r2,background_repair_traffic,mixed,0.6157
quorum-w2r2,background_repair_traffic,mixed,0.5831
quorum-w2r2,background_repair_traffic,mixed,0.5124
quorum-w2r2,background_repair_traffic,mixed,0.6038
quorum-w2r2,background_repair_traffic,mixed,0.5562
quorum-w2r2,background_repair_traffic,mixed,0.5244
quorum-w2r2,background_repair_traffic,mixed,0.5269
quorum-w2r2,background_repair_traffic,mixed,0.5921
quorum-w2r2,background_repair_traffic,mixed,0.5580
quorum-w2r2,background_repair_traffic,mixed,0.6218
quorum-w2r2,background_repair_traffic,mixed,0.5777
quorum-w2r2,background_repair_traffic,mixed,0.5570
quorum-w2r2,background_repair_traffic,mixed,0.6355
quorum-w2r2,background_repair_traffic,mixed,0.5936
quorum-w2r2,background_repair_traffic,mixed,0.5387
quorum-w2r2,background_repair_traffic,mixed,0.6422
quorum-w2r2,background_repair_traffic,mixed,0.5743
quorum-w2r2,background_repair_traffic,mixed,0.5443
quorum-w2r2,background_repair_traffic,mixed,0.6012
quorum-w2r2,background_repair_traffic,mixed,0.4577
quorum-w2r2,background_repair_traffic,mixed,0.7157
quorum-w2r2,background_repair_traffic,mixed,0.6572
quorum-w2r2,background_repair_traffic,mixed,1.0865
quorum-w2r2,background_repair_traffic,mixed,0.6993
quorum-w2r2,background_repair_traffic,mixed,0.6653
quorum-w2r2,background_repair_traffic,mixed,0.6373
quorum-w2r2,background_repair_traffic,mixed,0.6217
quorum-w2r2,background_repair_traffic,mixed,0.5495
quorum-w2r2,background_repair_traffic,mixed,5.5067
quorum-w2r2,background_repair_traffic,mixed,0.6284
quorum-w2r2,background_repair_traffic,mixed,0.5399
quorum-w2r2,background_repair_traffic,mixed,0.6419
quorum-w2r2,background_repair_traffic,mixed,0.6124
quorum-w2r2,background_repair_traffic,mixed,0.5457
quorum-w2r2,background_repair_traffic,mixed,0.7798
quorum-w2r2,background_repair_traffic,mixed,0.9400
quorum-w2r2,background_repair_traffic,mixed,0.7010
quorum-w2r2,background_repair_traffic,mixed,0.4923
quorum-w2r2,background_repair_traffic,mixed,0.5828
quorum-w2r2,background_repair_traffic,mixed,0.4786
quorum-w2r2,background_repair_traffic,mixed,0.6198
quorum-w2r2,background_repair_traffic,mixed,0.4885
quorum-w2r2,background_repair_traffic,mixed,0.5382
quorum-w2r2,background_repair_traffic,mixed,0.5875
quorum-w2r2,background_repair_traffic,mixed,0.4605
quorum-w2r2,background_repair_traffic,mixed,0.5977
quorum-w2r2,background_repair_traffic,mixed,0.5625
quorum-w2r2,background_repair_traffic,mixed,0.5767
quorum-w2r2,background_repair_traffic,mixed,0.5382
quorum-w2r2,background_repair_traffic,mixed,0.5638
quorum-w2r2,background_repair_traffic,mixed,0.5682
quorum-w2r2,background_repair_traffic,mixed,0.5652
quorum-w2r2,background_repair_traffic,mixed,0.5389
quorum-w2r2,background_repair_traffic,mixed,0.6068
quorum-w2r2,background_repair_traffic,mixed,0.5376
quorum-w2r2,background_repair_traffic,mixed,0.4843
quorum-w2r2,background_repair_traffic,mixed,0.5440
quorum-w2r2,background_repair_traffic,mixed,0.7443
quorum-w2r2,background_repair_traffic,mixed,0.8685
quorum-w2r2,background_repair_traffic,mixed,0.6289
quorum-w2r2,background_repair_traffic,mixed,0.5833
quorum-w2r2,background_repair_traffic,mixed,0.6062
quorum-w2r2,background_repair_traffic,mixed,0.5752
quorum-w2r2,background_repair_traffic,mixed,0.5500
quorum-w2r2,node_crash_midrun,read_heavy,2.1901
quorum-w2r2,node_crash_midrun,read_heavy,1.7225
quorum-w2r2,node_crash_midrun,read_heavy,1.7167
quorum-w2r2,node_crash_midrun,read_heavy,1.9593
quorum-w2r2,node_crash_midrun,read_heavy,1.3796
quorum-w2r2,node_crash_midrun,read_heavy,1.2722
quorum-w2r2,node_crash_midrun,read_heavy,1.3409
quorum-w2r2,node_crash_midrun,read_heavy,1.3139
quorum-w2r2,node_crash_midrun,read_heavy,1.3880
quorum-w2r2,node_crash_midrun,read_heavy,1.3486
quorum-w2r2,node_crash_midrun,read_heavy,1.2769
quorum-w2r2,node_crash_midrun,read_heavy,1.1872
quorum-w2r2,node_crash_midrun,read_heavy,1.2036
quorum-w2r2,node_crash_midrun,read_heavy,1.6820
quorum-w2r2,node_crash_midrun,read_heavy,1.1185
quorum-w2r2,node_crash_midrun,read_heavy,1.1041
quorum-w2r2,node_crash_midrun,read_heavy,0.9952
quorum-w2r2,node_crash_midrun,read_heavy,1.1643
quorum-w2r2,node_crash_midrun,read_heavy,1.1310
quorum-w2r2,node_crash_midrun,read_heavy,0.9247
quorum-w2r2,node_crash_midrun,read_heavy,0.9832
quorum-w2r2,node_crash_midrun,read_heavy,0.9487
quorum-w2r2,node_crash_midrun,read_heavy,0.9159
quorum-w2r2,node_crash_midrun,read_heavy,0.8551
quorum-w2r2,node_crash_midrun,read_heavy,0.9632
quorum-w2r2,node_crash_midrun,read_heavy,1.3820
quorum-w2r2,node_crash_midrun,read_heavy,1.0992
quorum-w2r2,node_crash_midrun,read_heavy,0.9368
quorum-w2r2,node_crash_midrun,read_heavy,0.9124
quorum-w2r2,node_crash_midrun,read_heavy,0.8447
quorum-w2r2,node_crash_midrun,read_heavy,0.8242
quorum-w2r2,node_crash_midrun,read_heavy,0.8796
quorum-w2r2,node_crash_midrun,read_heavy,0.8322
quorum-w2r2,node_crash_midrun,read_heavy,0.8520
quorum-w2r2,node_crash_midrun,read_heavy,0.9232
quorum-w2r2,node_crash_midrun,read_heavy,0.9255
quorum-w2r2,node_crash_midrun,read_heavy,0.8463
quorum-w2r2,node_crash_midrun,read_heavy,0.9362
quorum-w2r2,node_crash_midrun,read_heavy,0.8853
quorum-w2r2,node_crash_midrun,read_heavy,1.2049
quorum-w2r2,node_crash_midrun,read_heavy,0.8489
quorum-w2r2,node_crash_midrun,read_heavy,0.7743
quorum-w2r2,node_crash_midrun,read_heavy,0.8360
quorum-w2r2,node_crash_midrun,read_heavy,0.7574
quorum-w2r2,node_crash_midrun,read_heavy,0.8988
quorum-w2r2,node_crash_midrun,read_heavy,0.7699
quorum-w2r2,node_crash_midrun,read_heavy,0.8411
quorum-w2r2,node_crash_midrun,read_heavy,0.8020
quorum-w2r2,node_crash_midrun,read_heavy,0.7866
quorum-w2r2,node_crash_midrun,read_heavy,0.7455
quorum-w2r2,node_crash_midrun,read_heavy,0.6713
quorum-w2r2,node_crash_midrun,read_heavy,0.6946
quorum-w2r2,node_crash_midrun,read_heavy,0.7057
quorum-w2r2,node_crash_midrun,read_heavy,0.6815
quorum-w2r2,node_crash_midrun,read_heavy,0.7016
quorum-w2r2,node_crash_midrun,read_heavy,0.8758
quorum-w2r2,node_crash_midrun,read_heavy,1.0044
quorum-w2r2,node_crash_midrun,read_heavy,0.8197
quorum-w2r2,node_crash_midrun,read_heavy,0.7405
quorum-w2r2,node_crash_midrun,read_heavy,0.7125
quorum-w2r2,node_crash_midrun,read_heavy,0.6545
quorum-w2r2,node_crash_midrun,read_heavy,0.6505
quorum-w2r2,node_crash_midrun,read_heavy,0.6525
quorum-w2r2,node_crash_midrun,read_heavy,0.6428
quorum-w2r2,node_crash_midrun,read_heavy,0.6547
quorum-w2r2,node_crash_midrun,read_heavy,0.6845
quorum-w2r2,node_crash_midrun,read_heavy,0.6700
quorum-w2r2,node_crash_midrun,read_heavy,0.6398
quorum-w2r2,node_crash_midrun,read_heavy,0.6313
quorum-w2r2,node_crash_midrun,read_heavy,0.6903
quorum-w2r2,node_crash_midrun,read_heavy,0.6906
quorum-w2r2,node_crash_midrun,read_heavy,0.6893
quorum-w2r2,node_crash_midrun,read_heavy,0.6235
quorum-w2r2,node_crash_midrun,read_heavy,0.5968
quorum-w2r2,node_crash_midrun,read_heavy,0.6218
quorum-w2r2,node_crash_midrun,read_heavy,1.1431
quorum-w2r2,node_crash_midrun,read_heavy,0.6958
quorum-w2r2,node_crash_midrun,read_heavy,0.6015
quorum-w2r2,node_crash_midrun,read_heavy,0.5747
quorum-w2r2,node_crash_midrun,read_heavy,0.6236
quorum-w2r2,node_crash_midrun,read_heavy,0.5659
quorum-w2r2,node_crash_midrun,read_heavy,0.5606
quorum-w2r2,node_crash_midrun,read_heavy,0.5636
quorum-w2r2,node_crash_midrun,read_heavy,0.6020
quorum-w2r2,node_crash_midrun,read_heavy,0.6012
quorum-w2r2,node_crash_midrun,read_heavy,0.5944
quorum-w2r2,node_crash_midrun,read_heavy,0.5924
quorum-w2r2,node_crash_midrun,read_heavy,0.5664
quorum-w2r2,node_crash_midrun,read_heavy,0.5247
quorum-w2r2,node_crash_midrun,read_heavy,0.5137
quorum-w2r2,node_crash_midrun,read_heavy,0.5365
quorum-w2r2,node_crash_midrun,read_heavy,0.5143
quorum-w2r2,node_crash_midrun,read_heavy,0.5085
quorum-w2r2,node_crash_midrun,read_heavy,0.5304
quorum-w2r2,node_crash_midrun,read_heavy,0.5421
quorum-w2r2,node_crash_midrun,read_heavy,0.5197
quorum-w2r2,node_crash_midrun,read_heavy,0.5246
quorum-w2r2,node_crash_midrun,read_heavy,0.5502
quorum-w2r2,node_crash_midrun,read_heavy,0.9615
quorum-w2r2,node_crash_midrun,read_heavy,0.6668
quorum-w2r2,node_crash_midrun,read_heavy,0.5467
quorum-w2r2,node_crash_midrun,read_heavy,0.5420
quorum-w2r2,node_crash_midrun,read_heavy,0.5322
quorum-w2r2,node_crash_midrun,read_heavy,0.5600
quorum-w2r2,node_crash_midrun,read_heavy,0.5175
quorum-w2r2,node_crash_midrun,read_heavy,0.5413
quorum-w2r2,node_crash_midrun,read_heavy,0.5352
quorum-w2r2,node_crash_midrun,read_heavy,0.5532
quorum-w2r2,node_crash_midrun,read_heavy,0.5543
quorum-w2r2,node_crash_midrun,read_heavy,0.5272
quorum-w2r2,node_crash_midrun,read_heavy,0.5291
quorum-w2r2,node_crash_midrun,read_heavy,0.5131
quorum-w2r2,node_crash_midrun,read_heavy,0.5741
quorum-w2r2,node_crash_midrun,read_heavy,0.5264
quorum-w2r2,node_crash_midrun,read_heavy,0.5479
quorum-w2r2,node_crash_midrun,read_heavy,0.5642
quorum-w2r2,node_crash_midrun,read_heavy,0.5759
quorum-w2r2,node_crash_midrun,read_heavy,0.5360
quorum-w2r2,node_crash_midrun,read_heavy,0.5784
quorum-w2r2,node_crash_midrun,read_heavy,0.5458
quorum-w2r2,node_crash_midrun,read_heavy,0.5340
quorum-w2r2,node_crash_midrun,read_heavy,1.3295
quorum-w2r2,node_crash_midrun,read_heavy,0.6049
quorum-w2r2,node_crash_midrun,read_heavy,0.6700
quorum-w2r2,node_crash_midrun,read_heavy,0.5949
quorum-w2r2,node_crash_midrun,read_heavy,0.5834
quorum-w2r2,node_crash_midrun,read_heavy,0.5483
quorum-w2r2,node_crash_midrun,read_heavy,0.5997
quorum-w2r2,node_crash_midrun,read_heavy,0.5475
quorum-w2r2,node_crash_midrun,read_heavy,0.6213
quorum-w2r2,node_crash_midrun,read_heavy,0.5629
quorum-w2r2,node_crash_midrun,read_heavy,0.5686
quorum-w2r2,node_crash_midrun,read_heavy,0.5455
quorum-w2r2,node_crash_midrun,read_heavy,0.5784
quorum-w2r2,node_crash_midrun,read_heavy,0.6024
quorum-w2r2,node_crash_midrun,read_heavy,0.6177
quorum-w2r2,node_crash_midrun,read_heavy,0.5941
quorum-w2r2,node_crash_midrun,read_heavy,0.5959
quorum-w2r2,node_crash_midrun,read_heavy,0.5290
quorum-w2r2,node_crash_midrun,read_heavy,0.5987
quorum-w2r2,node_crash_midrun,read_heavy,0.5795
quorum-w2r2,node_crash_midrun,read_heavy,0.5910
quorum-w2r2,node_crash_midrun,read_heavy,0.9368
quorum-w2r2,node_crash_midrun,read_heavy,0.8960
quorum-w2r2,node_crash_midrun,read_heavy,0.5974
quorum-w2r2,node_crash_midrun,read_heavy,0.5589
quorum-w2r2,node_crash_midrun,read_heavy,0.5892
quorum-w2r2,node_crash_midrun,read_heavy,0.5842
quorum-w2r2,node_crash_midrun,read_heavy,0.5723
quorum-w2r2,node_crash_midrun,read_heavy,0.5987
quorum-w2r2,node_crash_midrun,write_heavy,0.5835
quorum-w2r2,node_crash_midrun,write_heavy,0.6019
quorum-w2r2,node_crash_midrun,write_heavy,0.6010
quorum-w2r2,node_crash_midrun,write_heavy,0.5978
quorum-w2r2,node_crash_midrun,write_heavy,0.5894
quorum-w2r2,node_crash_midrun,write_heavy,0.6439
quorum-w2r2,node_crash_midrun,write_heavy,0.6011
quorum-w2r2,node_crash_midrun,write_heavy,0.5938
quorum-w2r2,node_crash_midrun,write_heavy,0.5788
quorum-w2r2,node_crash_midrun,write_heavy,0.6198
quorum-w2r2,node_crash_midrun,write_heavy,0.5961
quorum-w2r2,node_crash_midrun,write_heavy,0.5517
quorum-w2r2,node_crash_midrun,write_heavy,0.5717
quorum-w2r2,node_crash_midrun,write_heavy,0.6630
quorum-w2r2,node_crash_midrun,write_heavy,1.2566
quorum-w2r2,node_crash_midrun,write_heavy,0.7085
quorum-w2r2,node_crash_midrun,write_heavy,0.5998
quorum-w2r2,node_crash_midrun,write_heavy,0.5927
quorum-w2r2,node_crash_midrun,write_heavy,0.5815
quorum-w2r2,node_crash_midrun,write_heavy,0.5658
quorum-w2r2,node_crash_midrun,write_heavy,0.5912
quorum-w2r2,node_crash_midrun,write_heavy,0.5576
quorum-w2r2,node_crash_midrun,write_heavy,0.6369
quorum-w2r2,node_crash_midrun,write_heavy,0.5532
quorum-w2r2,node_crash_midrun,write_heavy,0.5882
quorum-w2r2,node_crash_midrun,write_heavy,0.5668
quorum-w2r2,node_crash_midrun,write_heavy,0.5708
quorum-w2r2,node_crash_midrun,write_heavy,0.5666
quorum-w2r2,node_crash_midrun,write_heavy,0.6465
quorum-w2r2,node_crash_midrun,write_heavy,0.5999
quorum-w2r2,node_crash_midrun,write_heavy,0.5856
quorum-w2r2,node_crash_midrun,write_heavy,0.5122
quorum-w2r2,node_crash_midrun,write_heavy,0.5329
quorum-w2r2,node_crash_midrun,write_heavy,0.5978
quorum-w2r2,node_crash_midrun,write_heavy,0.6796
quorum-w2r2,node_crash_midrun,write_heavy,1.0403
quorum-w2r2,node_crash_midrun,write_heavy,0.7490
quorum-w2r2,node_crash_midrun,write_heavy,0.5959
quorum-w2r2,node_crash_midrun,write_heavy,0.6067
quorum-w2r2,node_crash_midrun,write_heavy,0.6012
quorum-w2r2,node_crash_midrun,write_heavy,0.5951
quorum-w2r2,node_crash_midrun,write_heavy,0.5712
quorum-w2r2,node_crash_midrun,write_heavy,0.5542
quorum-w2r2,node_crash_midrun,write_heavy,0.5801
quorum-w2r2,node_crash_midrun,write_heavy,0.5673
quorum-w2r2,node_crash_midrun,write_heavy,0.6093
quorum-w2r2,node_crash_midrun,write_heavy,0.5626
quorum-w2r2,node_crash_midrun,write_heavy,0.5950
quorum-w2r2,node_crash_midrun,write_heavy,0.6145
quorum-w2r2,node_crash_midrun,write_heavy,0.5518
quorum-w2r2,node_crash_midrun,write_heavy,0.5405
quorum-w2r2,node_crash_midrun,write_heavy,0.5694
quorum-w2r2,node_crash_midrun,write_heavy,0.6127
quorum-w2r2,node_crash_midrun,write_heavy,0.5871
quorum-w2r2,node_crash_midrun,write_heavy,0.6210
quorum-w2r2,node_crash_midrun,write_heavy,0.6276
quorum-w2r2,node_crash_midrun,write_heavy,0.8872
quorum-w2r2,node_crash_midrun,write_heavy,0.9757
quorum-w2r2,node_crash_midrun,write_heavy,0.6006
quorum-w2r2,node_crash_midrun,write_heavy,0.6246
quorum-w2r2,node_crash_midrun,write_heavy,0.6203
quorum-w2r2,node_crash_midrun,write_heavy,0.5919
quorum-w2r2,node_crash_midrun,write_heavy,0.5570
quorum-w2r2,node_crash_midrun,write_heavy,0.5700
quorum-w2r2,node_crash_midrun,write_heavy,0.5724
quorum-w2r2,node_crash_midrun,write_heavy,0.6428
quorum-w2r2,node_crash_midrun,write_heavy,0.5800
quorum-w2r2,node_crash_midrun,write_heavy,0.5969
quorum-w2r2,node_crash_midrun,write_heavy,0.5842
quorum-w2r2,node_crash_midrun,write_heavy,0.5734
quorum-w2r2,node_crash_midrun,write_heavy,0.6140
quorum-w2r2,node_crash_midrun,write_heavy,0.6692
quorum-w2r2,node_crash_midrun,write_heavy,0.5963
quorum-w2r2,node_crash_midrun,write_heavy,0.6083
quorum-w2r2,node_crash_midrun,write_heavy,0.5942
quorum-w2r2,node_crash_midrun,write_heavy,0.5215
quorum-w2r2,node_crash_midrun,write_heavy,0.5554
quorum-w2r2,node_crash_midrun,write_heavy,0.9001
quorum-w2r2,node_crash_midrun,write_heavy,0.8699
quorum-w2r2,node_crash_midrun,write_heavy,0.6136
quorum-w2r2,node_crash_midrun,write_heavy,0.6598
quorum-w2r2,node_crash_midrun,write_heavy,0.5911
quorum-w2r2,node_crash_midrun,write_heavy,0.5765
quorum-w2r2,node_crash_midrun,write_heavy,0.5949
