phase,operation,count,total_seconds,ops_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,run_id,backend,workers,policy,storage
oracle_hotcold_mix,bulk_create,64,0.00437,14646.984,0.122957,0.110438,0.181514,0.275782,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
oracle_hotcold_mix,oracle_hot_stat,128,0.000559,228810.18,0.006109,0.004208,0.016632,0.022141,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
oracle_hotcold_mix,oracle_hot_read,32,0.000538,59488.73,0.024647,0.018604,0.051064,0.078898,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
oracle_hotcold_mix,oracle_hot_churn_create,16,0.001278,12523.651,0.140284,0.140021,0.167979,0.173829,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
oracle_hotcold_mix,oracle_hot_churn_delete,16,0.000624,25622.207,0.061018,0.061396,0.068583,0.076584,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
oracle_hotcold_mix,cleanup_delete,64,0.000656,97623.016,0.009268,0.000958,0.067102,0.075743,20260504-082543-fbf10b9c,posix,2,none,oracle_cold_segments
