host,port,clients,operations,keys,value_size,get_ratio,zipf_s,warmup,prefill,elapsed_seconds,throughput_rps,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,measured_ok_responses,measured_errors,warmup_ok_responses,warmup_errors
10.10.1.1,9091,1,100000,1024,0,1,0,5000,1,0.877111,114011,7.77287,7,11,15,100000,0,5000,0
10.10.1.1,9091,2,100000,1024,0,1,0,5000,1,0.478002,209204,7.85738,7,11,15,100000,0,5000,0
10.10.1.1,9091,4,100000,1024,0,1,0,5000,1,0.255095,392011,7.93262,7,11,16,100000,0,5000,0
10.10.1.1,9091,8,100000,1024,0,1,0,5000,1,0.146444,682856,8.05073,7,12,16,100000,0,5000,0
